DateTime,Latitude,Longitude,SST(°C),SeaLevel(cm),Pressure(hPa),WindSpeed(km/h),Rainfall(mm/hr),WaveHeight(m),DO(mg/L),SeismicMag,HazardLabel,EventCategory,RiskLevel(%),RiskCategory
2025-02-22 12:00:00,9.07,72.07,30.02,60.6,994.4,73.4,20.8,0.68,4.68,0.0,Cyclone,Hydrometeorological,33.56,Medium
2025-02-22 15:00:00,8.58,87.48,29.3,95.9,984.0,73.6,8.5,0.88,6.09,0.0,Sea-level Rise,Oceanographic,34.95,Medium
2025-02-22 18:00:00,15.66,79.6,31.53,-2.0,989.8,52.5,39.1,7.94,4.2,0.0,Marine Heatwave,Oceanographic,46.11,Medium
2025-02-22 21:00:00,18.22,79.84,29.78,71.4,1001.4,2.5,9.7,6.58,4.36,0.0,Sea-level Rise,Oceanographic,35.29,Medium
2025-02-23 00:00:00,19.66,84.87,31.2,-3.4,1004.2,21.0,20.8,4.61,5.01,0.0,Tsunami,Geophysical,28.61,Low
2025-02-23 03:00:00,8.83,82.12,30.61,99.3,980.4,109.5,28.6,3.76,3.64,0.0,Tsunami,Geophysical,52.91,Medium
2025-02-23 06:00:00,12.98,82.71,28.9,36.0,992.5,89.1,28.8,1.71,5.36,0.0,Sea-level Rise,Oceanographic,37.54,Medium
2025-02-23 09:00:00,11.14,73.11,30.96,18.0,996.6,6.5,35.0,2.98,6.72,0.0,Pollution,Environmental,27.03,Low
2025-02-23 12:00:00,18.29,81.76,28.93,4.7,989.1,62.9,30.0,4.35,4.44,0.0,Pollution,Environmental,36.89,Medium
2025-02-23 15:00:00,20.71,75.88,26.55,25.1,983.7,19.3,28.7,0.96,3.15,7.1,Tsunami,Geophysical,44.36,Medium
2025-02-23 18:00:00,13.7,80.34,31.38,11.6,980.8,129.2,28.9,7.18,5.98,0.0,Storm,Hydrometeorological,56.27,Medium
2025-02-23 21:00:00,16.56,76.73,27.53,26.0,985.8,27.2,39.5,3.39,5.18,0.0,Marine Heatwave,Oceanographic,32.13,Low
2025-02-24 00:00:00,13.97,81.85,26.49,-0.3,986.0,77.7,10.7,2.62,5.0,0.0,Marine Heatwave,Oceanographic,29.91,Low
2025-02-24 03:00:00,13.42,85.82,27.85,22.3,989.3,49.9,27.9,5.8,6.31,0.0,Tsunami,Geophysical,39.36,Medium
2025-02-24 06:00:00,17.51,86.91,31.98,69.2,990.1,132.0,2.5,2.23,7.49,0.0,Pollution,Environmental,45.03,Medium
2025-02-24 09:00:00,20.65,72.39,27.26,35.8,992.5,136.8,2.0,4.34,6.4,0.0,Tsunami,Geophysical,46.19,Medium
2025-02-24 12:00:00,21.67,82.33,31.61,23.4,1007.4,114.9,34.6,7.74,4.97,0.0,Pollution,Environmental,57.68,Medium
2025-02-24 15:00:00,21.51,78.85,29.79,69.9,992.8,22.1,10.3,2.85,6.18,6.2,Pollution,Environmental,48.57,Medium
2025-02-24 18:00:00,11.77,75.18,30.7,90.0,993.0,112.7,44.8,6.85,3.91,0.0,Pollution,Environmental,63.52,Medium
2025-02-24 21:00:00,8.36,84.61,31.42,19.4,1008.4,12.4,30.0,4.14,5.73,0.0,Pollution,Environmental,30.2,Low
2025-02-25 00:00:00,20.0,84.23,26.88,65.9,1013.1,102.4,16.6,4.25,6.23,0.0,Storm,Hydrometeorological,46.04,Medium
2025-02-25 03:00:00,12.28,73.02,27.06,-9.4,995.6,12.6,34.1,2.27,7.72,7.6,Pollution,Environmental,45.87,Medium
2025-02-25 06:00:00,12.38,85.74,26.79,67.6,1006.0,101.7,12.6,7.05,3.84,0.0,Pollution,Environmental,52.28,Medium
2025-02-25 09:00:00,21.43,75.48,26.53,11.4,1008.7,101.5,31.8,3.51,5.89,0.0,Sea-level Rise,Oceanographic,41.51,Medium
2025-02-25 12:00:00,14.45,85.26,30.98,68.0,983.7,125.8,33.6,5.73,4.81,7.6,Marine Heatwave,Oceanographic,82.29,High
2025-02-25 15:00:00,9.95,81.79,27.84,25.9,982.5,52.5,43.1,2.25,6.48,0.0,Pollution,Environmental,34.31,Medium
2025-02-25 18:00:00,12.18,84.41,28.36,5.3,980.4,81.6,48.8,3.27,4.79,0.0,Pollution,Environmental,40.95,Medium
2025-02-25 21:00:00,10.34,79.4,26.2,3.4,994.6,9.5,19.8,4.06,5.26,0.0,Sea-level Rise,Oceanographic,24.24,Low
2025-02-26 00:00:00,13.81,78.76,30.71,11.5,1008.7,97.3,20.9,3.94,4.28,0.0,Tsunami,Geophysical,41.02,Medium
2025-02-26 03:00:00,17.25,83.94,27.87,83.0,989.1,0.2,18.8,4.78,5.39,0.0,Pollution,Environmental,32.79,Low
2025-02-26 06:00:00,8.0,86.64,31.06,71.7,985.9,18.1,3.4,5.93,7.64,6.3,Cyclone,Hydrometeorological,55.12,Medium
2025-02-26 09:00:00,12.31,75.87,26.44,71.8,1004.9,35.2,37.5,7.38,3.54,0.0,Marine Heatwave,Oceanographic,47.3,Medium
2025-02-26 12:00:00,10.66,72.62,28.35,78.3,991.9,66.6,33.8,4.32,7.31,0.0,Cyclone,Hydrometeorological,45.39,Medium
2025-02-26 15:00:00,8.44,80.56,26.23,78.9,991.2,84.4,14.0,6.37,7.43,0.0,Sea-level Rise,Oceanographic,48.93,Medium
2025-02-26 18:00:00,9.36,83.3,28.07,-9.2,994.1,35.2,40.9,3.03,7.14,0.0,Sea-level Rise,Oceanographic,29.49,Low
2025-02-26 21:00:00,21.32,74.19,29.23,10.3,995.0,9.2,11.2,3.22,5.19,0.0,Pollution,Environmental,22.0,Low
2025-02-27 00:00:00,14.9,77.28,26.64,94.9,982.1,44.6,14.9,2.9,3.82,0.0,Cyclone,Hydrometeorological,35.51,Medium
2025-02-27 03:00:00,18.05,76.54,27.96,-7.7,1006.6,6.4,43.2,1.39,3.86,0.0,Sea-level Rise,Oceanographic,21.16,Low
2025-02-27 06:00:00,20.04,74.7,31.12,-8.5,997.9,115.4,46.7,7.32,7.1,7.7,Tsunami,Geophysical,79.85,High
2025-02-27 09:00:00,16.48,80.06,31.27,94.8,1006.4,66.8,29.6,5.76,3.97,6.3,Marine Heatwave,Oceanographic,70.44,High
2025-02-27 12:00:00,19.15,83.83,29.87,7.1,999.1,13.1,18.9,3.6,3.2,0.0,Pollution,Environmental,25.02,Low
2025-02-27 15:00:00,11.65,87.51,30.41,67.0,1009.9,17.4,35.3,4.28,7.15,0.0,Pollution,Environmental,36.89,Medium
2025-02-27 18:00:00,13.34,84.4,28.06,59.0,986.7,21.9,46.9,7.38,7.44,0.0,Sea-level Rise,Oceanographic,46.19,Medium
2025-02-27 21:00:00,20.94,85.13,29.37,63.9,1012.4,92.9,41.2,5.67,5.76,0.0,Cyclone,Hydrometeorological,53.51,Medium
2025-02-28 00:00:00,10.75,75.8,27.8,60.7,1001.0,104.4,18.1,6.68,4.02,0.0,Marine Heatwave,Oceanographic,52.52,Medium
2025-02-28 03:00:00,14.62,78.05,29.1,35.4,987.0,61.9,3.6,4.82,7.27,7.2,Marine Heatwave,Oceanographic,58.25,Medium
2025-02-28 06:00:00,11.37,78.19,26.48,6.2,990.4,13.5,45.5,0.55,5.42,0.0,Tsunami,Geophysical,21.63,Low
2025-02-28 09:00:00,12.8,73.78,29.42,54.0,1005.0,36.0,22.2,2.62,3.4,0.0,Marine Heatwave,Oceanographic,31.61,Low
2025-02-28 12:00:00,10.33,86.66,27.97,30.9,1006.6,50.8,47.6,6.03,5.99,0.0,Marine Heatwave,Oceanographic,44.93,Medium
2025-02-28 15:00:00,12.4,79.99,27.3,86.0,983.0,73.1,34.6,2.46,6.12,0.0,Storm,Hydrometeorological,42.42,Medium
2025-02-28 18:00:00,12.92,86.55,29.41,73.8,1008.4,51.3,21.7,6.86,4.82,0.0,Marine Heatwave,Oceanographic,46.66,Medium
2025-02-28 21:00:00,16.42,77.43,29.27,-5.5,1006.1,66.9,1.0,0.97,4.94,0.0,Marine Heatwave,Oceanographic,22.38,Low
2025-03-01 00:00:00,13.0,82.16,27.12,72.4,999.1,30.6,14.6,6.11,5.41,5.6,Cyclone,Hydrometeorological,56.55,Medium
2025-03-01 03:00:00,15.44,78.33,29.68,78.6,990.5,144.3,26.8,5.14,6.4,0.0,Marine Heatwave,Oceanographic,59.45,Medium
2025-03-01 06:00:00,10.88,72.02,26.24,97.5,988.5,99.5,42.0,4.63,3.77,0.0,Pollution,Environmental,54.56,Medium
2025-03-01 09:00:00,14.89,83.21,31.13,36.0,990.8,140.5,25.8,4.23,3.89,5.3,Marine Heatwave,Oceanographic,69.08,High
2025-03-01 12:00:00,19.42,81.56,28.36,42.1,1009.9,51.0,43.5,1.16,6.88,0.0,Cyclone,Hydrometeorological,33.19,Medium
2025-03-01 15:00:00,11.84,85.24,30.44,76.8,984.2,21.1,14.3,4.39,6.74,0.0,Sea-level Rise,Oceanographic,34.58,Medium
2025-03-01 18:00:00,20.01,82.67,28.61,94.8,1005.2,139.5,26.4,2.44,3.26,0.0,Tsunami,Geophysical,53.1,Medium
2025-03-01 21:00:00,19.09,84.99,28.89,-3.7,986.1,106.1,35.6,7.24,5.91,5.4,Sea-level Rise,Oceanographic,68.47,High
2025-03-02 00:00:00,18.67,81.47,27.15,63.3,1001.8,90.4,24.5,4.46,4.67,0.0,Sea-level Rise,Oceanographic,45.97,Medium
2025-03-02 03:00:00,19.38,76.12,30.65,32.4,997.7,128.4,37.5,6.54,3.68,5.2,Tsunami,Geophysical,74.36,High
2025-03-02 06:00:00,20.92,80.04,27.97,71.1,981.3,71.2,16.8,7.4,3.06,0.0,Cyclone,Hydrometeorological,49.63,Medium
2025-03-02 09:00:00,8.88,77.19,30.04,27.1,986.3,42.2,22.9,4.07,6.92,7.3,Pollution,Environmental,56.72,Medium
2025-03-02 12:00:00,19.72,75.84,27.17,45.5,1006.9,9.3,28.8,1.39,3.18,0.0,Tsunami,Geophysical,23.84,Low
2025-03-02 15:00:00,13.36,83.51,29.29,93.8,988.8,15.1,19.7,5.13,7.3,0.0,Pollution,Environmental,37.85,Medium
2025-03-02 18:00:00,12.65,77.05,26.64,30.3,983.5,115.0,48.3,7.78,7.33,6.8,Storm,Hydrometeorological,80.93,High
2025-03-02 21:00:00,15.24,85.57,30.11,21.9,987.1,39.8,8.5,1.22,5.1,0.0,Sea-level Rise,Oceanographic,23.0,Low
2025-03-03 00:00:00,20.78,81.77,29.28,17.5,992.0,127.8,28.0,4.36,3.5,5.0,Cyclone,Hydrometeorological,64.36,Medium
2025-03-03 03:00:00,15.46,85.77,30.17,-8.8,993.8,127.6,17.3,0.76,6.73,0.0,Storm,Hydrometeorological,35.19,Medium
2025-03-03 06:00:00,20.32,82.38,31.4,58.6,984.6,46.5,10.1,7.32,6.8,0.0,Cyclone,Hydrometeorological,43.79,Medium
2025-03-03 09:00:00,16.76,74.48,28.24,13.0,1004.4,141.6,49.8,3.88,4.26,0.0,Cyclone,Hydrometeorological,53.42,Medium
2025-03-03 12:00:00,10.93,74.09,27.22,74.6,994.9,84.8,1.1,0.76,5.23,7.4,Pollution,Environmental,55.37,Medium
2025-03-03 15:00:00,8.52,80.09,28.42,59.8,1001.7,18.1,48.8,1.9,5.23,0.0,Tsunami,Geophysical,32.41,Low
2025-03-03 18:00:00,13.09,87.01,27.65,26.5,1004.5,114.8,46.5,2.04,6.99,0.0,Storm,Hydrometeorological,44.85,Medium
2025-03-03 21:00:00,13.59,75.88,27.22,95.0,1012.1,7.0,16.9,3.54,4.2,0.0,Sea-level Rise,Oceanographic,31.44,Low
2025-03-04 00:00:00,20.17,74.89,31.69,14.1,991.4,113.4,19.7,5.06,5.22,0.0,Pollution,Environmental,46.84,Medium
2025-03-04 03:00:00,20.94,75.69,27.74,30.6,1003.2,17.7,47.7,6.99,5.89,0.0,Storm,Hydrometeorological,41.73,Medium
2025-03-04 06:00:00,16.37,82.64,28.52,67.1,994.4,75.7,0.4,5.69,6.31,0.0,Cyclone,Hydrometeorological,42.59,Medium
2025-03-04 09:00:00,18.5,76.97,29.09,84.3,996.3,54.0,26.8,5.88,5.22,0.0,Storm,Hydrometeorological,46.62,Medium
2025-03-04 12:00:00,13.4,87.47,30.18,-0.8,1010.2,72.1,3.4,4.62,5.09,0.0,Sea-level Rise,Oceanographic,33.62,Medium
2025-03-04 15:00:00,11.09,74.54,26.37,80.5,990.9,60.3,25.1,6.8,6.25,0.0,Storm,Hydrometeorological,48.41,Medium
2025-03-04 18:00:00,9.81,76.77,30.68,41.9,988.0,24.9,16.6,7.55,4.72,0.0,Cyclone,Hydrometeorological,40.16,Medium
2025-03-04 21:00:00,12.61,72.84,28.7,18.0,992.3,105.8,26.1,1.43,7.81,0.0,Storm,Hydrometeorological,37.22,Medium
2025-03-05 00:00:00,8.55,72.35,30.65,4.8,996.4,90.9,21.4,0.7,6.92,0.0,Storm,Hydrometeorological,31.25,Low
2025-03-05 03:00:00,16.53,81.09,30.75,98.5,988.8,76.4,45.4,6.39,5.44,7.8,Tsunami,Geophysical,81.67,High
2025-03-05 06:00:00,21.47,80.14,28.72,20.7,1013.6,21.4,29.0,2.62,4.4,0.0,Pollution,Environmental,26.98,Low
2025-03-05 09:00:00,16.23,85.13,28.35,39.2,1005.6,53.7,3.2,1.06,3.58,7.6,Cyclone,Hydrometeorological,48.79,Medium
2025-03-05 12:00:00,21.53,87.12,28.01,52.8,1011.8,0.9,40.5,7.61,3.46,0.0,Pollution,Environmental,41.35,Medium
2025-03-05 15:00:00,21.19,84.61,26.14,48.8,1004.1,112.3,10.7,7.0,7.78,0.0,Sea-level Rise,Oceanographic,51.45,Medium
2025-03-05 18:00:00,13.68,74.71,31.86,83.9,997.4,90.5,11.4,4.58,6.47,0.0,Tsunami,Geophysical,47.2,Medium
2025-03-05 21:00:00,17.35,74.13,31.11,79.9,980.5,134.4,1.4,2.3,3.16,0.0,Storm,Hydrometeorological,46.18,Medium
2025-03-06 00:00:00,16.07,77.47,30.86,16.2,987.9,75.7,13.0,0.57,6.24,0.0,Pollution,Environmental,27.92,Low
2025-03-06 03:00:00,19.83,73.27,30.24,62.0,1010.5,36.6,22.5,7.44,6.3,6.2,Storm,Hydrometeorological,64.27,Medium
2025-03-06 06:00:00,14.41,78.31,31.2,16.8,1013.8,143.7,12.4,3.11,7.48,0.0,Pollution,Environmental,45.67,Medium
2025-03-06 09:00:00,20.45,74.57,27.04,19.3,984.2,34.5,5.3,6.66,3.69,0.0,Pollution,Environmental,33.87,Medium
2025-03-06 12:00:00,14.87,77.13,27.15,24.0,1014.1,61.7,22.2,4.82,7.92,0.0,Tsunami,Geophysical,37.69,Medium
2025-03-06 15:00:00,8.04,85.6,28.29,44.6,980.3,73.8,49.3,2.59,4.98,0.0,Cyclone,Hydrometeorological,41.96,Medium
2025-03-06 18:00:00,19.81,79.37,27.31,4.7,1013.4,10.9,10.0,3.11,6.1,6.6,Storm,Hydrometeorological,41.24,Medium
2025-03-06 21:00:00,9.25,83.45,27.63,73.6,1005.3,1.1,25.5,1.54,7.33,0.0,Storm,Hydrometeorological,25.15,Low
2025-03-07 00:00:00,19.2,75.87,26.41,24.9,989.3,75.9,38.9,6.94,7.22,0.0,Pollution,Environmental,48.56,Medium
2025-03-07 03:00:00,10.56,75.72,29.81,99.2,1007.2,33.9,8.8,7.0,5.22,0.0,Sea-level Rise,Oceanographic,44.19,Medium
2025-03-07 06:00:00,12.11,79.14,30.36,66.2,1014.6,33.8,33.1,5.07,7.58,5.5,Tsunami,Geophysical,58.26,Medium
2025-03-07 09:00:00,14.04,81.11,26.01,18.7,998.1,108.3,8.7,4.6,6.57,0.0,Tsunami,Geophysical,41.32,Medium
2025-03-07 12:00:00,11.26,79.87,27.86,10.0,997.6,48.4,12.9,3.98,3.67,0.0,Cyclone,Hydrometeorological,30.33,Low
2025-03-07 15:00:00,10.29,76.87,29.73,23.2,1011.5,94.3,21.9,0.79,5.5,0.0,Sea-level Rise,Oceanographic,33.7,Medium
2025-03-07 18:00:00,14.42,80.46,26.21,60.3,982.9,65.3,14.6,4.59,3.67,0.0,Tsunami,Geophysical,39.54,Medium
2025-03-07 21:00:00,11.08,73.65,29.51,43.7,998.3,100.0,13.4,7.33,5.18,5.4,Storm,Hydrometeorological,68.18,High
2025-03-08 00:00:00,16.76,73.2,26.67,-4.6,989.0,20.3,13.0,3.39,7.71,0.0,Pollution,Environmental,22.35,Low
2025-03-08 03:00:00,14.35,80.11,29.43,92.6,1010.0,25.6,21.8,3.98,6.95,0.0,Pollution,Environmental,37.07,Medium
2025-03-08 06:00:00,8.35,83.15,30.35,82.0,1014.1,146.3,3.3,6.66,6.23,0.0,Sea-level Rise,Oceanographic,59.43,Medium
2025-03-08 09:00:00,15.55,76.08,30.61,72.7,1000.6,31.9,4.9,0.98,5.96,0.0,Pollution,Environmental,25.61,Low
2025-03-08 12:00:00,13.98,79.5,31.57,60.5,990.9,78.8,3.3,7.79,4.8,0.0,Marine Heatwave,Oceanographic,49.23,Medium
2025-03-08 15:00:00,19.44,83.99,30.2,23.8,982.0,51.5,33.3,1.27,3.06,0.0,Storm,Hydrometeorological,30.25,Low
2025-03-08 18:00:00,20.47,79.18,28.76,-1.5,1003.5,123.2,12.2,3.66,7.19,7.6,Marine Heatwave,Oceanographic,64.74,Medium
2025-03-08 21:00:00,14.25,82.75,28.0,18.0,1002.1,3.7,36.0,4.36,6.03,0.0,Sea-level Rise,Oceanographic,29.29,Low
2025-03-09 00:00:00,15.65,73.46,30.54,54.1,986.5,28.2,9.2,0.93,5.94,7.5,Sea-level Rise,Oceanographic,47.28,Medium
2025-03-09 03:00:00,15.36,73.75,27.22,99.8,998.9,42.6,49.7,7.75,5.2,5.8,Marine Heatwave,Oceanographic,73.08,High
2025-03-09 06:00:00,16.13,83.87,30.05,12.6,992.3,18.9,6.5,5.57,7.29,0.0,Marine Heatwave,Oceanographic,29.05,Low
2025-03-09 09:00:00,15.18,77.49,27.97,56.2,991.3,116.5,3.5,5.45,7.05,7.0,Marine Heatwave,Oceanographic,70.02,High
2025-03-09 12:00:00,19.91,76.58,29.84,24.6,1013.5,5.0,29.0,1.75,6.56,0.0,Sea-level Rise,Oceanographic,22.81,Low
2025-03-09 15:00:00,16.7,72.77,28.9,-8.4,1012.2,146.4,11.1,2.06,6.77,0.0,Storm,Hydrometeorological,39.99,Medium
2025-03-09 18:00:00,10.19,82.93,29.56,73.0,990.8,67.2,20.3,7.88,4.46,0.0,Storm,Hydrometeorological,51.55,Medium
2025-03-09 21:00:00,8.78,85.33,28.75,18.5,1010.8,29.5,47.4,2.04,6.07,5.7,Marine Heatwave,Oceanographic,48.16,Medium
2025-03-10 00:00:00,14.34,87.13,30.06,23.2,986.6,45.6,4.7,1.58,3.52,0.0,Marine Heatwave,Oceanographic,24.22,Low
2025-03-10 03:00:00,9.5,78.78,28.71,70.7,1009.4,81.7,4.3,2.28,3.82,0.0,Pollution,Environmental,36.25,Medium
2025-03-10 06:00:00,15.52,82.83,30.1,59.2,989.3,5.9,22.8,7.18,5.85,0.0,Pollution,Environmental,38.86,Medium
2025-03-10 09:00:00,12.78,74.93,26.04,41.4,1004.0,33.9,6.6,7.15,4.38,0.0,Sea-level Rise,Oceanographic,37.16,Medium
2025-03-10 12:00:00,20.74,78.13,29.78,37.3,995.3,46.6,38.1,7.52,7.7,0.0,Marine Heatwave,Oceanographic,47.26,Medium
2025-03-10 15:00:00,11.35,81.99,28.84,86.3,989.5,0.6,8.1,3.12,4.58,0.0,Marine Heatwave,Oceanographic,27.19,Low
2025-03-10 18:00:00,13.25,82.03,26.88,80.5,988.2,97.8,20.3,4.97,3.54,0.0,Marine Heatwave,Oceanographic,49.28,Medium
2025-03-10 21:00:00,20.78,74.84,26.04,78.6,982.7,62.1,33.9,2.28,3.42,0.0,Pollution,Environmental,38.86,Medium
2025-03-11 00:00:00,9.9,87.64,31.79,8.0,990.5,15.0,13.6,6.62,4.89,0.0,Cyclone,Hydrometeorological,32.53,Low
2025-03-11 03:00:00,13.59,78.7,29.09,68.0,1011.7,20.7,2.7,0.64,3.72,0.0,Storm,Hydrometeorological,21.5,Low
2025-03-11 06:00:00,16.13,86.86,28.98,82.7,995.6,106.3,36.6,1.8,4.81,0.0,Sea-level Rise,Oceanographic,46.9,Medium
2025-03-11 09:00:00,9.79,81.32,27.8,-6.2,1002.2,128.8,17.2,3.43,7.46,7.4,Sea-level Rise,Oceanographic,64.7,Medium
2025-03-11 12:00:00,16.46,82.08,28.5,5.9,983.3,2.5,43.7,2.27,4.06,7.2,Cyclone,Hydrometeorological,46.84,Medium
2025-03-11 15:00:00,16.71,86.11,31.75,11.2,1005.1,99.7,17.2,0.64,6.45,7.8,Sea-level Rise,Oceanographic,57.09,Medium
2025-03-11 18:00:00,16.21,79.29,29.11,-9.2,994.8,107.7,22.1,5.99,4.17,0.0,Storm,Hydrometeorological,45.55,Medium
2025-03-11 21:00:00,10.49,77.63,28.64,-2.4,1000.2,89.6,36.9,0.72,5.71,0.0,Pollution,Environmental,32.84,Low
2025-03-12 00:00:00,10.86,82.03,28.15,99.5,996.8,72.9,28.3,7.38,7.0,6.4,Pollution,Environmental,75.06,High
2025-03-12 03:00:00,16.32,83.51,29.71,-1.0,987.6,37.6,41.6,3.97,5.43,0.0,Pollution,Environmental,33.72,Medium
2025-03-12 06:00:00,15.6,74.07,28.25,0.9,1001.8,67.0,38.9,2.15,3.82,0.0,Cyclone,Hydrometeorological,33.26,Medium
2025-03-12 09:00:00,21.07,86.92,26.75,32.0,981.0,128.3,17.9,5.23,6.57,0.0,Tsunami,Geophysical,49.64,Medium
2025-03-12 12:00:00,10.45,82.37,27.47,68.9,1007.2,101.0,30.7,7.19,3.39,0.0,Marine Heatwave,Oceanographic,56.47,Medium
2025-03-12 15:00:00,13.7,75.53,29.2,99.6,1008.0,126.8,31.8,0.81,4.03,7.8,Tsunami,Geophysical,73.02,High
2025-03-12 18:00:00,20.31,87.45,28.05,27.2,980.2,102.0,41.3,1.6,3.8,0.0,Cyclone,Hydrometeorological,40.77,Medium
2025-03-12 21:00:00,8.44,73.95,29.8,88.9,1001.8,20.1,5.8,6.83,3.7,6.6,Marine Heatwave,Oceanographic,60.46,Medium
2025-03-13 00:00:00,14.77,86.36,31.45,-0.4,1012.8,123.8,39.6,2.01,7.03,0.0,Pollution,Environmental,43.39,Medium
2025-03-13 03:00:00,21.17,74.93,29.4,31.5,1013.8,41.0,20.0,7.87,5.68,0.0,Tsunami,Geophysical,42.88,Medium
2025-03-13 06:00:00,8.2,81.07,31.59,63.3,1008.8,2.0,27.1,3.95,5.49,0.0,Marine Heatwave,Oceanographic,31.86,Low
2025-03-13 09:00:00,9.76,84.25,27.26,25.6,1008.7,80.5,43.0,2.1,6.04,0.0,Cyclone,Hydrometeorological,38.37,Medium
2025-03-13 12:00:00,15.26,73.17,29.76,17.9,1008.1,122.7,48.9,4.26,5.27,7.3,Storm,Hydrometeorological,74.82,High
2025-03-13 15:00:00,15.29,82.71,30.89,18.7,990.4,0.1,48.2,7.38,6.82,5.2,Storm,Hydrometeorological,55.91,Medium
2025-03-13 18:00:00,9.8,83.52,26.61,58.5,992.5,118.3,11.7,5.29,4.18,7.1,Marine Heatwave,Oceanographic,71.68,High
2025-03-13 21:00:00,19.23,78.16,28.51,-5.1,990.1,67.7,5.8,3.9,7.27,0.0,Tsunami,Geophysical,30.61,Low
2025-03-14 00:00:00,19.4,86.98,29.08,94.5,998.7,59.1,42.4,4.2,5.36,0.0,Storm,Hydrometeorological,47.41,Medium
2025-03-14 03:00:00,8.78,80.87,29.53,92.8,1005.4,137.7,45.4,5.03,5.64,0.0,Marine Heatwave,Oceanographic,63.17,Medium
2025-03-14 06:00:00,11.34,87.19,27.83,8.6,996.1,46.1,1.8,2.92,5.72,6.7,Storm,Hydrometeorological,45.86,Medium
2025-03-14 09:00:00,12.18,82.76,27.97,20.6,986.5,74.6,13.8,5.98,3.38,0.0,Storm,Hydrometeorological,40.98,Medium
2025-03-14 12:00:00,13.87,84.41,28.03,52.0,987.2,111.3,2.6,6.89,3.99,0.0,Storm,Hydrometeorological,50.3,Medium
2025-03-14 15:00:00,19.49,78.86,27.13,21.0,989.4,77.9,11.7,1.43,3.62,0.0,Storm,Hydrometeorological,29.5,Low
2025-03-14 18:00:00,13.27,86.77,29.27,19.7,1004.6,98.8,49.5,2.49,6.36,0.0,Cyclone,Hydrometeorological,43.73,Medium
2025-03-14 21:00:00,9.54,78.13,31.02,85.2,1001.1,109.1,5.8,4.91,6.33,0.0,Tsunami,Geophysical,49.88,Medium
2025-03-15 00:00:00,15.56,73.24,26.11,1.3,994.4,140.0,31.9,6.51,5.33,0.0,Marine Heatwave,Oceanographic,54.32,Medium
2025-03-15 03:00:00,18.37,73.89,30.54,0.5,981.0,60.5,49.7,1.81,6.36,0.0,Storm,Hydrometeorological,34.16,Medium
2025-03-15 06:00:00,8.88,75.0,26.19,71.8,1005.3,20.4,41.8,1.66,4.51,0.0,Storm,Hydrometeorological,31.3,Low
2025-03-15 09:00:00,20.44,72.99,28.7,12.5,999.8,97.4,15.1,3.95,4.4,0.0,Cyclone,Hydrometeorological,39.38,Medium
2025-03-15 12:00:00,15.17,80.43,29.37,8.8,986.9,47.8,29.7,2.08,3.58,7.9,Marine Heatwave,Oceanographic,53.87,Medium
2025-03-15 15:00:00,11.37,72.25,28.16,-0.1,989.0,13.9,5.0,1.99,8.0,0.0,Sea-level Rise,Oceanographic,17.09,Low
2025-03-15 18:00:00,10.18,75.9,31.05,13.0,982.5,105.5,20.1,7.4,6.25,0.0,Cyclone,Hydrometeorological,51.15,Medium
2025-03-15 21:00:00,20.97,79.74,27.89,76.8,1003.9,133.3,34.6,2.33,7.66,0.0,Sea-level Rise,Oceanographic,51.4,Medium
2025-03-16 00:00:00,10.15,77.86,28.24,6.7,1007.9,106.1,9.5,3.25,3.53,0.0,Tsunami,Geophysical,37.23,Medium
2025-03-16 03:00:00,21.38,73.13,28.13,45.3,997.3,0.6,25.1,3.38,7.86,5.5,Cyclone,Hydrometeorological,44.1,Medium
2025-03-16 06:00:00,17.11,85.87,31.36,91.2,983.3,81.6,37.0,6.18,6.03,0.0,Sea-level Rise,Oceanographic,55.42,Medium
2025-03-16 09:00:00,8.15,73.46,29.34,88.1,990.1,49.2,5.8,3.41,3.19,0.0,Marine Heatwave,Oceanographic,35.9,Medium
2025-03-16 12:00:00,19.71,75.45,26.72,83.7,985.5,146.2,42.1,4.26,7.91,5.3,Marine Heatwave,Oceanographic,76.77,High
2025-03-16 15:00:00,20.59,87.05,30.03,63.1,995.8,125.3,48.1,6.31,6.11,0.0,Sea-level Rise,Oceanographic,62.02,Medium
2025-03-16 18:00:00,10.73,85.23,29.38,73.8,1005.0,31.1,28.4,7.01,5.16,0.0,Pollution,Environmental,44.99,Medium
2025-03-16 21:00:00,12.24,83.91,31.79,69.0,1014.7,104.8,14.7,5.54,6.51,0.0,Marine Heatwave,Oceanographic,51.14,Medium
2025-03-17 00:00:00,18.96,79.08,28.91,75.6,993.4,66.5,18.8,3.26,5.63,0.0,Cyclone,Hydrometeorological,39.62,Medium
2025-03-17 03:00:00,20.44,79.74,30.37,24.8,992.0,29.2,28.1,2.86,3.42,0.0,Marine Heatwave,Oceanographic,29.63,Low
2025-03-17 06:00:00,15.13,80.73,28.16,-1.0,986.8,142.6,20.4,4.0,3.26,0.0,Sea-level Rise,Oceanographic,46.58,Medium
2025-03-17 09:00:00,13.41,76.28,28.53,0.4,984.4,62.2,38.1,7.25,6.32,5.3,Marine Heatwave,Oceanographic,61.66,Medium
2025-03-17 12:00:00,17.11,85.19,28.51,-2.0,989.6,147.0,29.8,5.82,3.04,6.6,Marine Heatwave,Oceanographic,74.38,High
