timestamp,shoreline_change_m_per_yr,beach_slope_deg,intertidal_extent_m
2025-01-23 07:00:00,-0.2,5.78,52.3
2025-01-23 08:00:00,-0.2,7.36,44.9
2025-01-23 09:00:00,-0.2,4.75,44.0
2025-01-23 10:00:00,-0.2,4.1,42.4
2025-01-23 11:00:00,-0.2,5.24,46.5
2025-01-23 12:00:00,-0.2,3.86,46.2
2025-01-23 13:00:00,-0.2,4.56,45.7
2025-01-23 14:00:00,-0.2,5.54,50.6
2025-01-23 15:00:00,-0.2,4.39,48.1
2025-01-23 16:00:00,-0.2,4.73,43.0
2025-01-23 17:00:00,-0.2,4.67,52.3
2025-01-23 18:00:00,-0.2,4.48,41.5
2025-01-23 19:00:00,-0.2,3.68,45.7
2025-01-23 20:00:00,-0.2,6.21,43.9
2025-01-23 21:00:00,-0.2,6.64,47.2
2025-01-23 22:00:00,-0.2,6.14,48.0
2025-01-23 23:00:00,-0.2,6.13,44.9
2025-01-24 00:00:00,-0.2,4.5,48.3
2025-01-24 01:00:00,-0.2,5.21,45.7
2025-01-24 02:00:00,-0.2,4.06,49.5
2025-01-24 03:00:00,-0.2,4.84,47.9
2025-01-24 04:00:00,-0.2,4.94,43.7
2025-01-24 05:00:00,-0.2,3.34,48.3
2025-01-24 06:00:00,-0.2,5.16,43.2
2025-01-24 07:00:00,-0.2,4.36,47.0
2025-01-24 08:00:00,-0.2,5.32,46.7
2025-01-24 09:00:00,-0.2,4.72,43.6
2025-01-24 10:00:00,-0.2,5.42,39.1
2025-01-24 11:00:00,-0.2,5.84,49.6
2025-01-24 12:00:00,-0.2,3.5,46.4
2025-01-24 13:00:00,-0.2,4.62,45.2
2025-01-24 14:00:00,-0.2,4.22,45.2
2025-01-24 15:00:00,-0.2,6.41,48.0
2025-01-24 16:00:00,-0.2,7.04,51.7
2025-01-24 17:00:00,-0.2,5.05,47.8
2025-01-24 18:00:00,-0.2,5.49,46.2
2025-01-24 19:00:00,-0.2,3.23,46.0
2025-01-24 20:00:00,-0.2,5.36,46.2
2025-01-24 21:00:00,-0.2,4.69,42.1
2025-01-24 22:00:00,-0.2,6.63,46.9
2025-01-24 23:00:00,-0.2,4.73,41.2
2025-01-25 00:00:00,-0.2,4.02,46.5
2025-01-25 01:00:00,-0.2,3.39,43.7
2025-01-25 02:00:00,-0.2,5.22,47.7
2025-01-25 03:00:00,-0.2,4.35,46.3
2025-01-25 04:00:00,-0.2,6.46,44.1
2025-01-25 05:00:00,-0.2,5.76,42.1
2025-01-25 06:00:00,-0.2,4.88,49.6
2025-01-25 07:00:00,-0.2,5.75,44.9
2025-01-25 08:00:00,-0.2,7.09,50.3
2025-01-25 09:00:00,-0.2,3.61,41.4
2025-01-25 10:00:00,-0.2,4.24,44.4
2025-01-25 11:00:00,-0.2,7.33,38.4
2025-01-25 12:00:00,-0.2,4.09,47.4
2025-01-25 13:00:00,-0.2,5.79,47.6
2025-01-25 14:00:00,-0.2,6.42,43.3
2025-01-25 15:00:00,-0.2,4.98,43.2
2025-01-25 16:00:00,-0.2,5.83,44.0
2025-01-25 17:00:00,-0.2,4.65,44.4
2025-01-25 18:00:00,-0.2,7.18,43.4
2025-01-25 19:00:00,-0.2,4.47,48.4
2025-01-25 20:00:00,-0.2,3.85,43.7
2025-01-25 21:00:00,-0.2,6.07,39.4
2025-01-25 22:00:00,-0.2,5.85,44.4
2025-01-25 23:00:00,-0.2,5.18,43.6
2025-01-26 00:00:00,-0.2,5.04,42.2
2025-01-26 01:00:00,-0.2,4.4,46.7
2025-01-26 02:00:00,-0.2,4.12,40.3
2025-01-26 03:00:00,-0.2,4.27,47.2
2025-01-26 04:00:00,-0.2,5.38,46.0
2025-01-26 05:00:00,-0.2,4.75,44.4
2025-01-26 06:00:00,-0.2,3.21,42.7
2025-01-26 07:00:00,-0.2,4.5,41.7
2025-01-26 08:00:00,-0.2,4.74,48.7
2025-01-26 09:00:00,-0.2,5.61,45.2
2025-01-26 10:00:00,-0.2,5.35,41.1
2025-01-26 11:00:00,-0.2,7.11,46.1
2025-01-26 12:00:00,-0.2,3.82,45.3
2025-01-26 13:00:00,-0.2,5.66,50.3
2025-01-26 14:00:00,-0.2,5.76,44.9
2025-01-26 15:00:00,-0.2,5.34,49.0
2025-01-26 16:00:00,-0.2,4.64,45.4
2025-01-26 17:00:00,-0.2,4.18,42.5
2025-01-26 18:00:00,-0.2,4.95,47.5
2025-01-26 19:00:00,-0.2,2.85,49.7
2025-01-26 20:00:00,-0.2,3.89,48.8
2025-01-26 21:00:00,-0.2,3.83,47.0
2025-01-26 22:00:00,-0.2,5.6,49.1
2025-01-26 23:00:00,-0.2,5.75,46.6
2025-01-27 00:00:00,-0.2,3.71,48.1
2025-01-27 01:00:00,-0.2,3.43,43.4
2025-01-27 02:00:00,-0.2,3.24,48.5
2025-01-27 03:00:00,-0.2,6.17,52.4
2025-01-27 04:00:00,-0.2,6.1,42.9
2025-01-27 05:00:00,-0.2,5.78,43.9
2025-01-27 06:00:00,-0.2,6.8,46.8
2025-01-27 07:00:00,-0.2,7.13,43.8
2025-01-27 08:00:00,-0.2,3.81,49.9
2025-01-27 09:00:00,-0.2,4.53,42.6
2025-01-27 10:00:00,-0.2,5.94,49.9
2025-01-27 11:00:00,-0.2,1.69,50.8
2025-01-27 12:00:00,-0.2,4.7,49.8
2025-01-27 13:00:00,-0.2,6.16,47.9
2025-01-27 14:00:00,-0.2,4.58,49.4
2025-01-27 15:00:00,-0.2,5.88,44.4
2025-01-27 16:00:00,-0.2,2.6,48.6
2025-01-27 17:00:00,-0.2,5.34,46.0
2025-01-27 18:00:00,-0.2,4.45,50.5
2025-01-27 19:00:00,-0.2,4.73,50.0
2025-01-27 20:00:00,-0.2,3.86,45.4
2025-01-27 21:00:00,-0.2,6.92,48.9
2025-01-27 22:00:00,-0.2,5.08,49.0
2025-01-27 23:00:00,-0.2,5.17,46.4
2025-01-28 00:00:00,-0.2,7.47,50.1
2025-01-28 01:00:00,-0.2,3.89,51.5
2025-01-28 02:00:00,-0.2,5.17,48.6
2025-01-28 03:00:00,-0.2,4.18,47.3
2025-01-28 04:00:00,-0.2,4.12,50.7
2025-01-28 05:00:00,-0.2,5.37,54.5
2025-01-28 06:00:00,-0.2,4.66,49.5
2025-01-28 07:00:00,-0.2,7.37,48.9
2025-01-28 08:00:00,-0.2,7.14,47.6
2025-01-28 09:00:00,-0.2,4.81,53.5
2025-01-28 10:00:00,-0.2,3.15,52.6
2025-01-28 11:00:00,-0.2,4.65,49.6
2025-01-28 12:00:00,-0.2,6.26,47.6
2025-01-28 13:00:00,-0.2,3.94,47.6
2025-01-28 14:00:00,-0.2,6.93,47.4
2025-01-28 15:00:00,-0.2,5.7,48.5
2025-01-28 16:00:00,-0.2,3.59,48.3
2025-01-28 17:00:00,-0.2,4.21,47.8
2025-01-28 18:00:00,-0.2,4.38,53.3
2025-01-28 19:00:00,-0.2,4.03,54.8
2025-01-28 20:00:00,-0.2,3.63,46.7
2025-01-28 21:00:00,-0.2,4.31,48.3
2025-01-28 22:00:00,-0.2,4.54,47.2
2025-01-28 23:00:00,-0.2,6.56,51.0
2025-01-29 00:00:00,-0.2,5.53,51.2
2025-01-29 01:00:00,-0.2,5.6,49.1
2025-01-29 02:00:00,-0.2,5.42,57.1
2025-01-29 03:00:00,-0.2,4.04,53.6
2025-01-29 04:00:00,-0.2,6.38,49.2
2025-01-29 05:00:00,-0.2,4.48,56.7
2025-01-29 06:00:00,-0.2,4.6,48.7
2025-01-29 07:00:00,-0.2,5.45,54.0
2025-01-29 08:00:00,-0.2,8.0,59.4
2025-01-29 09:00:00,-0.2,4.32,51.8
2025-01-29 10:00:00,-0.2,3.04,51.3
2025-01-29 11:00:00,-0.2,5.35,52.7
2025-01-29 12:00:00,-0.2,5.82,58.8
2025-01-29 13:00:00,-0.2,4.48,56.6
2025-01-29 14:00:00,-0.2,4.29,50.8
2025-01-29 15:00:00,-0.2,3.47,53.1
2025-01-29 16:00:00,-0.2,5.4,54.9
2025-01-29 17:00:00,-0.2,7.33,50.9
2025-01-29 18:00:00,-0.2,7.05,48.8
2025-01-29 19:00:00,-0.2,5.36,55.4
2025-01-29 20:00:00,-0.2,4.5,53.7
2025-01-29 21:00:00,-0.2,5.46,53.1
2025-01-29 22:00:00,-0.2,4.61,55.5
2025-01-29 23:00:00,-0.2,4.23,48.7
2025-01-30 00:00:00,-0.2,5.2,53.2
2025-01-30 01:00:00,-0.2,6.53,61.8
2025-01-30 02:00:00,-0.2,4.77,55.6
2025-01-30 03:00:00,-0.2,4.76,55.8
2025-01-30 04:00:00,-0.2,4.68,54.2
2025-01-30 05:00:00,-0.2,5.95,48.4
2025-01-30 06:00:00,-0.2,6.02,51.5
2025-01-30 07:00:00,-0.2,3.71,56.6
2025-01-30 08:00:00,-0.2,4.79,52.3
2025-01-30 09:00:00,-0.2,6.33,53.4
2025-01-30 10:00:00,-0.2,4.6,54.8
2025-01-30 11:00:00,-0.2,6.67,51.0
2025-01-30 12:00:00,-0.2,5.82,50.1
2025-01-30 13:00:00,-0.2,7.11,53.9
2025-01-30 14:00:00,-0.2,4.63,52.8
2025-01-30 15:00:00,-0.2,5.84,54.6
2025-01-30 16:00:00,-0.2,5.88,49.6
2025-01-30 17:00:00,-0.2,6.29,52.3
2025-01-30 18:00:00,-0.2,5.42,56.0
2025-01-30 19:00:00,-0.2,6.34,62.7
2025-01-30 20:00:00,-0.2,4.24,54.3
2025-01-30 21:00:00,-0.2,4.93,55.9
2025-01-30 22:00:00,-0.2,3.21,55.4
2025-01-30 23:00:00,-0.2,4.68,54.8
2025-01-31 00:00:00,-0.2,3.98,56.9
2025-01-31 01:00:00,-0.2,5.4,52.0
2025-01-31 02:00:00,-0.2,6.18,53.8
2025-01-31 03:00:00,-0.2,5.68,55.6
2025-01-31 04:00:00,-0.2,5.94,52.0
2025-01-31 05:00:00,-0.2,5.11,56.2
2025-01-31 06:00:00,-0.2,4.83,49.1
2025-01-31 07:00:00,-0.2,3.59,57.3
2025-01-31 08:00:00,-0.2,2.69,54.4
2025-01-31 09:00:00,-0.2,3.19,57.0
2025-01-31 10:00:00,-0.2,4.2,57.9
2025-01-31 11:00:00,-0.2,6.09,59.1
2025-01-31 12:00:00,-0.2,3.53,55.7
2025-01-31 13:00:00,-0.2,4.01,49.7
2025-01-31 14:00:00,-0.2,4.44,49.6
2025-01-31 15:00:00,-0.2,6.55,51.1
2025-01-31 16:00:00,-0.2,4.95,57.0
2025-01-31 17:00:00,-0.2,5.16,50.6
2025-01-31 18:00:00,-0.2,5.49,54.2
2025-01-31 19:00:00,-0.2,6.67,53.6
2025-01-31 20:00:00,-0.2,5.1,56.0
2025-01-31 21:00:00,-0.2,2.88,57.0
2025-01-31 22:00:00,-0.2,5.15,55.2
2025-01-31 23:00:00,-0.2,6.73,57.3
2025-02-01 00:00:00,-0.2,5.77,51.6
2025-02-01 01:00:00,-0.2,5.26,57.9
2025-02-01 02:00:00,-0.2,5.42,55.3
2025-02-01 03:00:00,-0.2,2.8,57.2
2025-02-01 04:00:00,-0.2,2.63,53.3
2025-02-01 05:00:00,-0.2,6.07,48.7
2025-02-01 06:00:00,-0.2,6.54,56.9
2025-02-01 07:00:00,-0.2,4.24,54.4
2025-02-01 08:00:00,-0.2,5.23,58.5
2025-02-01 09:00:00,-0.2,5.74,56.1
2025-02-01 10:00:00,-0.2,6.99,63.7
2025-02-01 11:00:00,-0.2,4.9,58.7
2025-02-01 12:00:00,-0.2,5.89,54.1
2025-02-01 13:00:00,-0.2,7.39,50.1
2025-02-01 14:00:00,-0.2,4.66,52.3
2025-02-01 15:00:00,-0.2,5.08,52.1
2025-02-01 16:00:00,-0.2,3.67,53.3
2025-02-01 17:00:00,-0.2,3.73,54.5
2025-02-01 18:00:00,-0.2,6.05,55.8
2025-02-01 19:00:00,-0.2,6.43,59.0
2025-02-01 20:00:00,-0.2,6.4,52.3
2025-02-01 21:00:00,-0.2,3.76,50.7
2025-02-01 22:00:00,-0.2,4.75,57.4
2025-02-01 23:00:00,-0.2,5.57,58.9
2025-02-02 00:00:00,-0.2,2.27,52.4
2025-02-02 01:00:00,-0.2,5.55,57.0
2025-02-02 02:00:00,-0.2,7.26,56.2
2025-02-02 03:00:00,-0.2,6.36,48.8
2025-02-02 04:00:00,-0.2,2.11,52.0
2025-02-02 05:00:00,-0.2,5.48,52.5
2025-02-02 06:00:00,-0.2,5.26,59.9
2025-02-02 07:00:00,-0.2,5.33,55.4
2025-02-02 08:00:00,-0.2,5.13,52.4
2025-02-02 09:00:00,-0.2,4.61,51.8
2025-02-02 10:00:00,-0.2,2.21,49.2
2025-02-02 11:00:00,-0.2,5.37,57.1
2025-02-02 12:00:00,-0.2,5.75,55.1
2025-02-02 13:00:00,-0.2,4.33,55.8
2025-02-02 14:00:00,-0.2,6.51,50.1
2025-02-02 15:00:00,-0.2,3.03,56.1
2025-02-02 16:00:00,-0.2,2.93,53.2
2025-02-02 17:00:00,-0.2,5.1,51.7
2025-02-02 18:00:00,-0.2,4.18,55.4
2025-02-02 19:00:00,-0.2,6.17,50.3
2025-02-02 20:00:00,-0.2,4.49,54.4
2025-02-02 21:00:00,-0.2,6.63,53.1
2025-02-02 22:00:00,-0.2,4.13,57.1
2025-02-02 23:00:00,-0.2,5.17,56.6
2025-02-03 00:00:00,-0.2,2.62,52.4
2025-02-03 01:00:00,-0.2,4.94,53.0
2025-02-03 02:00:00,-0.2,5.09,54.0
2025-02-03 03:00:00,-0.2,6.45,52.1
2025-02-03 04:00:00,-0.2,3.19,49.7
2025-02-03 05:00:00,-0.2,4.66,50.7
2025-02-03 06:00:00,-0.2,6.74,48.5
2025-02-03 07:00:00,-0.2,6.9,54.9
2025-02-03 08:00:00,-0.2,4.0,53.4
2025-02-03 09:00:00,-0.2,4.18,50.9
2025-02-03 10:00:00,-0.2,2.96,50.0
2025-02-03 11:00:00,-0.2,2.45,52.9
2025-02-03 12:00:00,-0.2,4.53,47.9
2025-02-03 13:00:00,-0.2,4.23,49.0
2025-02-03 14:00:00,-0.2,7.47,52.1
2025-02-03 15:00:00,-0.2,5.42,59.5
2025-02-03 16:00:00,-0.2,4.75,53.5
2025-02-03 17:00:00,-0.2,5.79,52.7
2025-02-03 18:00:00,-0.2,6.23,48.7
2025-02-03 19:00:00,-0.2,6.46,49.4
2025-02-03 20:00:00,-0.2,5.31,56.2
2025-02-03 21:00:00,-0.2,4.97,50.8
2025-02-03 22:00:00,-0.2,5.19,52.4
2025-02-03 23:00:00,-0.2,4.93,53.9
2025-02-04 00:00:00,-0.2,4.36,48.7
2025-02-04 01:00:00,-0.2,6.25,48.5
2025-02-04 02:00:00,-0.2,4.77,44.8
2025-02-04 03:00:00,-0.2,3.78,46.4
2025-02-04 04:00:00,-0.2,5.02,51.8
2025-02-04 05:00:00,-0.2,5.86,48.7
2025-02-04 06:00:00,-0.2,3.25,52.0
2025-02-04 07:00:00,-0.2,4.68,45.2
2025-02-04 08:00:00,-0.2,4.04,52.4
2025-02-04 09:00:00,-0.2,7.62,49.9
2025-02-04 10:00:00,-0.2,5.11,45.6
2025-02-04 11:00:00,-0.2,6.86,53.4
2025-02-04 12:00:00,-0.2,5.29,45.8
2025-02-04 13:00:00,-0.2,5.4,53.2
2025-02-04 14:00:00,-0.2,4.93,49.9
2025-02-04 15:00:00,-0.2,4.73,47.3
2025-02-04 16:00:00,-0.2,4.91,55.5
2025-02-04 17:00:00,-0.2,4.21,51.2
2025-02-04 18:00:00,-0.2,4.99,53.6
2025-02-04 19:00:00,-0.2,3.05,51.3
2025-02-04 20:00:00,-0.2,5.21,49.4
2025-02-04 21:00:00,-0.2,3.55,47.4
2025-02-04 22:00:00,-0.2,5.11,49.5
2025-02-04 23:00:00,-0.2,5.39,50.5
2025-02-05 00:00:00,-0.2,6.7,50.3
2025-02-05 01:00:00,-0.2,5.38,46.7
2025-02-05 02:00:00,-0.2,4.68,49.4
2025-02-05 03:00:00,-0.2,4.25,52.9
2025-02-05 04:00:00,-0.2,5.86,48.3
2025-02-05 05:00:00,-0.2,4.88,42.0
2025-02-05 06:00:00,-0.2,4.1,48.0
2025-02-05 07:00:00,-0.2,5.18,47.5
2025-02-05 08:00:00,-0.2,2.77,47.5
2025-02-05 09:00:00,-0.2,5.1,43.0
2025-02-05 10:00:00,-0.2,4.06,48.7
2025-02-05 11:00:00,-0.2,4.61,46.2
2025-02-05 12:00:00,-0.2,7.39,47.5
2025-02-05 13:00:00,-0.2,4.42,50.7
2025-02-05 14:00:00,-0.2,5.95,45.4
2025-02-05 15:00:00,-0.2,6.26,47.5
2025-02-05 16:00:00,-0.2,6.02,47.2
2025-02-05 17:00:00,-0.2,5.45,47.3
2025-02-05 18:00:00,-0.2,3.67,46.5
2025-02-05 19:00:00,-0.2,4.22,46.7
2025-02-05 20:00:00,-0.2,3.6,52.9
2025-02-05 21:00:00,-0.2,4.58,46.6
2025-02-05 22:00:00,-0.2,4.59,48.6
2025-02-05 23:00:00,-0.2,3.9,48.1
2025-02-06 00:00:00,-0.2,5.66,46.3
2025-02-06 01:00:00,-0.2,4.41,47.5
2025-02-06 02:00:00,-0.2,4.56,44.2
2025-02-06 03:00:00,-0.2,3.12,50.3
2025-02-06 04:00:00,-0.2,5.08,43.3
2025-02-06 05:00:00,-0.2,4.89,45.6
2025-02-06 06:00:00,-0.2,4.28,42.5
2025-02-06 07:00:00,-0.2,5.46,48.8
2025-02-06 08:00:00,-0.2,5.14,43.3
2025-02-06 09:00:00,-0.2,5.71,48.4
2025-02-06 10:00:00,-0.2,5.76,46.9
2025-02-06 11:00:00,-0.2,5.86,46.6
2025-02-06 12:00:00,-0.2,7.0,49.4
2025-02-06 13:00:00,-0.2,5.15,44.3
2025-02-06 14:00:00,-0.2,3.86,50.5
2025-02-06 15:00:00,-0.2,4.48,44.9
2025-02-06 16:00:00,-0.2,4.52,47.4
2025-02-06 17:00:00,-0.2,3.9,45.5
2025-02-06 18:00:00,-0.2,1.98,47.9
2025-02-06 19:00:00,-0.2,5.28,43.1
2025-02-06 20:00:00,-0.2,5.04,46.4
2025-02-06 21:00:00,-0.2,7.3,46.1
2025-02-06 22:00:00,-0.2,7.22,47.4
2025-02-06 23:00:00,-0.2,5.82,47.3
2025-02-07 00:00:00,-0.2,5.68,42.5
2025-02-07 01:00:00,-0.2,4.0,49.0
2025-02-07 02:00:00,-0.2,5.23,45.0
2025-02-07 03:00:00,-0.2,4.86,47.3
2025-02-07 04:00:00,-0.2,5.17,41.3
2025-02-07 05:00:00,-0.2,4.08,43.9
2025-02-07 06:00:00,-0.2,5.5,48.4
2025-02-07 07:00:00,-0.2,3.36,50.0
2025-02-07 08:00:00,-0.2,8.64,46.4
2025-02-07 09:00:00,-0.2,6.74,44.9
2025-02-07 10:00:00,-0.2,6.59,41.9
2025-02-07 11:00:00,-0.2,3.47,47.5
2025-02-07 12:00:00,-0.2,3.06,46.0
2025-02-07 13:00:00,-0.2,5.33,38.1
2025-02-07 14:00:00,-0.2,4.63,39.9
2025-02-07 15:00:00,-0.2,7.22,46.2
2025-02-07 16:00:00,-0.2,5.75,42.6
2025-02-07 17:00:00,-0.2,4.95,42.0
2025-02-07 18:00:00,-0.2,6.78,44.8
2025-02-07 19:00:00,-0.2,5.22,46.2
2025-02-07 20:00:00,-0.2,5.27,49.4
2025-02-07 21:00:00,-0.2,6.25,42.7
2025-02-07 22:00:00,-0.2,4.19,46.4
2025-02-07 23:00:00,-0.2,6.22,42.0
2025-02-08 00:00:00,-0.2,5.68,43.6
2025-02-08 01:00:00,-0.2,3.9,45.7
2025-02-08 02:00:00,-0.2,7.35,44.7
2025-02-08 03:00:00,-0.2,4.45,41.0
2025-02-08 04:00:00,-0.2,3.04,46.7
2025-02-08 05:00:00,-0.2,4.07,47.3
2025-02-08 06:00:00,-0.2,3.76,52.2
2025-02-08 07:00:00,-0.2,5.23,45.8
2025-02-08 08:00:00,-0.2,6.95,45.6
2025-02-08 09:00:00,-0.2,5.3,46.0
2025-02-08 10:00:00,-0.2,6.9,41.0
2025-02-08 11:00:00,-0.2,6.28,41.2
2025-02-08 12:00:00,-0.2,1.8,44.9
2025-02-08 13:00:00,-0.2,6.08,38.2
2025-02-08 14:00:00,-0.2,4.3,41.7
2025-02-08 15:00:00,-0.2,5.62,43.6
2025-02-08 16:00:00,-0.199,4.93,48.2
2025-02-08 17:00:00,-0.199,8.34,45.9
2025-02-08 18:00:00,-0.199,5.52,40.6
2025-02-08 19:00:00,-0.199,5.7,45.0
2025-02-08 20:00:00,-0.199,6.29,46.9
2025-02-08 21:00:00,-0.199,3.21,47.3
2025-02-08 22:00:00,-0.199,6.3,48.3
2025-02-08 23:00:00,-0.199,4.74,48.7
2025-02-09 00:00:00,-0.199,4.17,47.8
2025-02-09 01:00:00,-0.199,5.98,47.6
2025-02-09 02:00:00,-0.199,3.21,46.8
2025-02-09 03:00:00,-0.199,6.13,48.6
2025-02-09 04:00:00,-0.199,4.81,43.7
2025-02-09 05:00:00,-0.199,4.88,45.5
2025-02-09 06:00:00,-0.199,2.31,44.0
2025-02-09 07:00:00,-0.199,6.08,47.4
2025-02-09 08:00:00,-0.199,5.3,45.3
2025-02-09 09:00:00,-0.199,4.44,49.1
2025-02-09 10:00:00,-0.199,3.89,46.2
2025-02-09 11:00:00,-0.199,5.94,49.3
2025-02-09 12:00:00,-0.199,5.42,39.8
2025-02-09 13:00:00,-0.199,5.01,43.9
2025-02-09 14:00:00,-0.199,3.81,48.9
2025-02-09 15:00:00,-0.199,5.36,46.2
2025-02-09 16:00:00,-0.199,5.29,49.3
2025-02-09 17:00:00,-0.199,6.58,46.8
2025-02-09 18:00:00,-0.199,3.56,43.3
2025-02-09 19:00:00,-0.199,4.14,51.5
2025-02-09 20:00:00,-0.199,7.33,44.1
2025-02-09 21:00:00,-0.199,5.23,43.9
2025-02-09 22:00:00,-0.199,5.3,48.5
2025-02-09 23:00:00,-0.199,6.16,43.4
2025-02-10 00:00:00,-0.199,7.17,44.0
2025-02-10 01:00:00,-0.199,3.61,45.5
2025-02-10 02:00:00,-0.199,7.62,50.3
2025-02-10 03:00:00,-0.199,4.95,54.2
2025-02-10 04:00:00,-0.199,5.32,47.8
2025-02-10 05:00:00,-0.199,5.07,45.7
2025-02-10 06:00:00,-0.199,6.8,51.5
2025-02-10 07:00:00,-0.199,6.15,46.0
2025-02-10 08:00:00,-0.199,4.83,46.5
2025-02-10 09:00:00,-0.199,3.65,49.1
2025-02-10 10:00:00,-0.199,4.71,51.3
2025-02-10 11:00:00,-0.199,3.4,48.0
2025-02-10 12:00:00,-0.199,6.07,46.8
2025-02-10 13:00:00,-0.199,4.19,54.8
2025-02-10 14:00:00,-0.199,4.88,45.8
2025-02-10 15:00:00,-0.199,6.41,46.2
2025-02-10 16:00:00,-0.199,5.97,46.7
2025-02-10 17:00:00,-0.199,5.46,49.5
2025-02-10 18:00:00,-0.199,4.05,46.4
2025-02-10 19:00:00,-0.199,5.58,50.3
2025-02-10 20:00:00,-0.199,4.05,47.7
2025-02-10 21:00:00,-0.199,5.59,46.9
2025-02-10 22:00:00,-0.199,3.43,46.1
2025-02-10 23:00:00,-0.199,6.45,47.8
2025-02-11 00:00:00,-0.199,5.24,51.3
2025-02-11 01:00:00,-0.199,4.98,49.9
2025-02-11 02:00:00,-0.199,5.47,50.7
2025-02-11 03:00:00,-0.199,4.86,47.7
2025-02-11 04:00:00,-0.199,5.08,47.9
2025-02-11 05:00:00,-0.199,6.55,50.0
2025-02-11 06:00:00,-0.199,6.27,50.4
2025-02-11 07:00:00,-0.199,5.86,50.1
2025-02-11 08:00:00,-0.199,5.3,48.2
2025-02-11 09:00:00,-0.199,4.62,50.2
2025-02-11 10:00:00,-0.199,6.29,50.1
2025-02-11 11:00:00,-0.199,3.91,49.6
2025-02-11 12:00:00,-0.199,7.14,48.0
2025-02-11 13:00:00,-0.199,5.85,51.6
2025-02-11 14:00:00,-0.199,6.42,50.0
2025-02-11 15:00:00,-0.199,5.56,47.7
2025-02-11 16:00:00,-0.199,4.85,49.6
2025-02-11 17:00:00,-0.199,6.14,48.3
2025-02-11 18:00:00,-0.199,3.31,50.0
2025-02-11 19:00:00,-0.199,4.29,54.3
2025-02-11 20:00:00,-0.199,4.77,50.4
2025-02-11 21:00:00,-0.199,3.34,50.6
2025-02-11 22:00:00,-0.199,5.76,54.3
2025-02-11 23:00:00,-0.199,6.52,50.8
2025-02-12 00:00:00,-0.199,2.95,53.5
2025-02-12 01:00:00,-0.199,4.5,52.6
2025-02-12 02:00:00,-0.199,4.8,51.0
2025-02-12 03:00:00,-0.199,5.39,53.5
2025-02-12 04:00:00,-0.199,6.03,57.3
2025-02-12 05:00:00,-0.199,4.67,48.2
2025-02-12 06:00:00,-0.199,6.13,50.8
2025-02-12 07:00:00,-0.199,5.11,49.6
2025-02-12 08:00:00,-0.199,4.28,49.9
2025-02-12 09:00:00,-0.199,5.28,55.8
2025-02-12 10:00:00,-0.199,3.48,51.7
2025-02-12 11:00:00,-0.199,4.69,54.3
2025-02-12 12:00:00,-0.199,4.79,50.2
2025-02-12 13:00:00,-0.199,4.27,50.2
2025-02-12 14:00:00,-0.199,8.04,49.1
2025-02-12 15:00:00,-0.199,6.56,56.5
2025-02-12 16:00:00,-0.199,5.24,54.5
2025-02-12 17:00:00,-0.199,5.51,49.0
2025-02-12 18:00:00,-0.199,5.62,55.6
2025-02-12 19:00:00,-0.199,5.75,51.4
2025-02-12 20:00:00,-0.199,6.87,53.5
2025-02-12 21:00:00,-0.199,6.11,52.3
2025-02-12 22:00:00,-0.199,2.62,47.9
2025-02-12 23:00:00,-0.199,6.0,49.7
2025-02-13 00:00:00,-0.199,4.0,58.0
2025-02-13 01:00:00,-0.199,4.33,56.7
2025-02-13 02:00:00,-0.199,6.18,50.8
2025-02-13 03:00:00,-0.199,2.76,54.5
2025-02-13 04:00:00,-0.199,7.06,53.3
2025-02-13 05:00:00,-0.199,5.98,57.3
2025-02-13 06:00:00,-0.199,5.4,53.3
2025-02-13 07:00:00,-0.199,6.0,51.6
2025-02-13 08:00:00,-0.199,6.38,56.1
2025-02-13 09:00:00,-0.199,5.27,57.5
2025-02-13 10:00:00,-0.199,5.93,55.1
2025-02-13 11:00:00,-0.199,3.82,55.6
2025-02-13 12:00:00,-0.199,5.97,50.3
2025-02-13 13:00:00,-0.199,5.73,50.1
2025-02-13 14:00:00,-0.199,6.73,49.9
2025-02-13 15:00:00,-0.199,5.21,57.1
2025-02-13 16:00:00,-0.199,5.37,52.7
2025-02-13 17:00:00,-0.199,3.89,56.4
2025-02-13 18:00:00,-0.199,5.0,52.1
2025-02-13 19:00:00,-0.199,5.73,53.9
2025-02-13 20:00:00,-0.199,5.85,51.5
2025-02-13 21:00:00,-0.199,7.06,52.9
2025-02-13 22:00:00,-0.199,5.55,48.8
2025-02-13 23:00:00,-0.199,4.89,53.0
2025-02-14 00:00:00,-0.199,5.67,53.7
2025-02-14 01:00:00,-0.199,4.33,49.8
2025-02-14 02:00:00,-0.199,6.59,56.1
2025-02-14 03:00:00,-0.199,4.17,56.6
2025-02-14 04:00:00,-0.199,4.51,52.9
2025-02-14 05:00:00,-0.199,3.71,51.3
2025-02-14 06:00:00,-0.199,5.1,60.1
2025-02-14 07:00:00,-0.199,5.77,55.6
2025-02-14 08:00:00,-0.199,6.98,47.7
2025-02-14 09:00:00,-0.199,4.93,53.6
2025-02-14 10:00:00,-0.199,4.73,52.9
2025-02-14 11:00:00,-0.199,1.8,52.7
2025-02-14 12:00:00,-0.199,5.27,58.2
2025-02-14 13:00:00,-0.199,5.03,55.6
2025-02-14 14:00:00,-0.199,5.02,56.8
2025-02-14 15:00:00,-0.199,6.81,54.5
