timestamp,chlorophyll_mg_m3,turbidity_NTU,cdom_mg_m3
2025-01-24 05:00:00,1.21,6.3,0.423
2025-01-24 06:00:00,2.08,2.68,0.803
2025-01-24 07:00:00,2.03,7.46,1.021
2025-01-24 08:00:00,2.69,6.25,0.54
2025-01-24 09:00:00,1.49,5.7,0.763
2025-01-24 10:00:00,1.8,6.23,0.733
2025-01-24 11:00:00,1.99,5.71,0.837
2025-01-24 12:00:00,1.65,7.13,0.624
2025-01-24 13:00:00,2.48,4.52,0.381
2025-01-24 14:00:00,2.72,7.14,0.478
2025-01-24 15:00:00,1.31,6.61,0.179
2025-01-24 16:00:00,1.7,5.12,0.952
2025-01-24 17:00:00,2.77,9.16,0.858
2025-01-24 18:00:00,2.17,6.37,0.755
2025-01-24 19:00:00,2.05,5.85,0.584
2025-01-24 20:00:00,2.18,6.61,0.718
2025-01-24 21:00:00,2.37,5.25,0.751
2025-01-24 22:00:00,2.21,7.87,0.628
2025-01-24 23:00:00,2.1,5.42,0.638
2025-01-25 00:00:00,1.96,7.39,1.059
2025-01-25 01:00:00,2.76,3.61,0.419
2025-01-25 02:00:00,1.79,2.16,0.98
2025-01-25 03:00:00,1.95,6.56,0.328
2025-01-25 04:00:00,2.88,4.98,1.134
2025-01-25 05:00:00,2.15,5.36,0.134
2025-01-25 06:00:00,1.91,1.07,0.848
2025-01-25 07:00:00,2.33,9.15,0.567
2025-01-25 08:00:00,2.09,5.96,0.69
2025-01-25 09:00:00,1.51,8.42,0.698
2025-01-25 10:00:00,2.1,2.96,0.883
2025-01-25 11:00:00,1.46,5.95,0.241
2025-01-25 12:00:00,3.05,6.57,0.724
2025-01-25 13:00:00,2.09,6.02,0.778
2025-01-25 14:00:00,1.39,6.22,0.566
2025-01-25 15:00:00,1.71,2.97,0.704
2025-01-25 16:00:00,2.41,6.38,0.566
2025-01-25 17:00:00,1.3,4.06,0.87
2025-01-25 18:00:00,3.58,4.51,0.823
2025-01-25 19:00:00,1.08,5.78,0.786
2025-01-25 20:00:00,2.51,5.05,0.897
2025-01-25 21:00:00,1.66,5.16,1.043
2025-01-25 22:00:00,1.46,8.0,0.484
2025-01-25 23:00:00,2.27,5.44,1.287
2025-01-26 00:00:00,1.65,5.21,0.804
2025-01-26 01:00:00,2.88,5.76,0.581
2025-01-26 02:00:00,1.08,3.78,1.281
2025-01-26 03:00:00,2.26,6.33,0.602
2025-01-26 04:00:00,1.76,7.45,0.403
2025-01-26 05:00:00,2.1,6.63,0.579
2025-01-26 06:00:00,2.23,6.08,0.567
2025-01-26 07:00:00,0.88,7.21,0.977
2025-01-26 08:00:00,2.06,4.9,0.678
2025-01-26 09:00:00,2.58,6.08,0.731
2025-01-26 10:00:00,2.2,8.8,0.722
2025-01-26 11:00:00,1.7,5.42,0.998
2025-01-26 12:00:00,1.07,7.22,0.625
2025-01-26 13:00:00,2.23,7.27,0.655
2025-01-26 14:00:00,3.05,4.49,0.534
2025-01-26 15:00:00,2.32,7.38,0.601
2025-01-26 16:00:00,2.62,4.79,0.837
2025-01-26 17:00:00,2.48,6.86,0.888
2025-01-26 18:00:00,1.69,4.76,1.131
2025-01-26 19:00:00,1.98,6.57,0.68
2025-01-26 20:00:00,2.44,6.26,0.64
2025-01-26 21:00:00,0.97,6.23,0.805
2025-01-26 22:00:00,2.31,6.55,0.589
2025-01-26 23:00:00,2.68,4.94,0.546
2025-01-27 00:00:00,1.86,3.88,0.763
2025-01-27 01:00:00,2.38,6.38,0.584
2025-01-27 02:00:00,1.56,8.42,0.61
2025-01-27 03:00:00,1.92,7.38,0.834
2025-01-27 04:00:00,1.73,7.11,0.76
2025-01-27 05:00:00,2.17,5.19,1.183
2025-01-27 06:00:00,1.83,6.59,0.913
2025-01-27 07:00:00,0.89,4.55,0.491
2025-01-27 08:00:00,1.46,5.37,0.583
2025-01-27 09:00:00,3.06,6.93,0.339
2025-01-27 10:00:00,2.23,2.58,0.439
2025-01-27 11:00:00,0.63,9.67,0.998
2025-01-27 12:00:00,2.62,3.55,0.613
2025-01-27 13:00:00,1.2,9.99,0.336
2025-01-27 14:00:00,2.43,4.54,0.196
2025-01-27 15:00:00,2.67,4.52,0.315
2025-01-27 16:00:00,1.95,5.42,0.482
2025-01-27 17:00:00,1.29,5.33,0.683
2025-01-27 18:00:00,1.46,5.0,0.583
2025-01-27 19:00:00,2.27,5.47,0.857
2025-01-27 20:00:00,1.21,6.4,0.448
2025-01-27 21:00:00,1.54,4.42,0.989
2025-01-27 22:00:00,2.2,7.89,0.648
2025-01-27 23:00:00,1.5,9.04,0.797
2025-01-28 00:00:00,2.71,2.48,0.531
2025-01-28 01:00:00,1.24,10.08,0.915
2025-01-28 02:00:00,0.11,7.92,0.329
2025-01-28 03:00:00,1.4,6.89,0.353
2025-01-28 04:00:00,2.05,5.22,0.419
2025-01-28 05:00:00,2.38,6.7,0.955
2025-01-28 06:00:00,1.62,8.17,0.602
2025-01-28 07:00:00,1.7,11.59,0.424
2025-01-28 08:00:00,1.84,10.75,0.612
2025-01-28 09:00:00,2.91,3.31,0.704
2025-01-28 10:00:00,2.09,5.95,0.392
2025-01-28 11:00:00,1.57,6.53,0.701
2025-01-28 12:00:00,3.09,9.06,0.627
2025-01-28 13:00:00,1.87,6.2,0.535
2025-01-28 14:00:00,0.62,4.86,0.344
2025-01-28 15:00:00,1.03,6.48,0.883
2025-01-28 16:00:00,2.2,5.6,0.544
2025-01-28 17:00:00,0.8,8.34,0.073
2025-01-28 18:00:00,2.16,11.15,0.75
2025-01-28 19:00:00,1.39,8.19,0.756
2025-01-28 20:00:00,2.57,8.27,0.894
2025-01-28 21:00:00,1.96,8.84,0.764
2025-01-28 22:00:00,0.88,7.28,0.696
2025-01-28 23:00:00,2.41,5.57,0.539
2025-01-29 00:00:00,2.65,5.87,0.521
2025-01-29 01:00:00,1.07,8.66,0.811
2025-01-29 02:00:00,1.35,7.05,0.603
2025-01-29 03:00:00,2.13,4.5,0.283
2025-01-29 04:00:00,2.24,9.09,0.556
2025-01-29 05:00:00,3.24,4.92,0.629
2025-01-29 06:00:00,2.37,4.21,0.145
2025-01-29 07:00:00,3.27,4.71,0.829
2025-01-29 08:00:00,1.84,7.08,0.643
2025-01-29 09:00:00,2.06,8.41,0.302
2025-01-29 10:00:00,1.49,6.98,0.568
2025-01-29 11:00:00,1.52,5.35,0.617
2025-01-29 12:00:00,1.92,4.85,0.879
2025-01-29 13:00:00,1.48,8.01,0.872
2025-01-29 14:00:00,0.29,6.28,0.912
2025-01-29 15:00:00,1.43,7.15,0.736
2025-01-29 16:00:00,2.48,6.19,0.479
2025-01-29 17:00:00,1.88,7.07,0.416
2025-01-29 18:00:00,1.88,7.25,0.467
2025-01-29 19:00:00,1.37,11.32,0.626
2025-01-29 20:00:00,2.03,7.27,0.636
2025-01-29 21:00:00,2.83,5.69,0.9
2025-01-29 22:00:00,2.67,6.82,0.579
2025-01-29 23:00:00,2.05,4.57,0.136
2025-01-30 00:00:00,1.29,4.58,0.329
2025-01-30 01:00:00,2.86,9.0,0.383
2025-01-30 02:00:00,2.44,7.11,0.383
2025-01-30 03:00:00,0.91,8.74,0.075
2025-01-30 04:00:00,0.75,3.25,1.019
2025-01-30 05:00:00,0.94,4.55,0.081
2025-01-30 06:00:00,1.5,7.1,0.483
2025-01-30 07:00:00,2.34,4.85,0.791
2025-01-30 08:00:00,2.33,3.65,0.774
2025-01-30 09:00:00,2.0,4.34,0.259
2025-01-30 10:00:00,1.72,5.86,0.928
2025-01-30 11:00:00,3.22,7.33,0.892
2025-01-30 12:00:00,1.82,9.93,0.581
2025-01-30 13:00:00,1.75,4.39,0.634
2025-01-30 14:00:00,1.5,4.5,0.398
2025-01-30 15:00:00,3.13,3.6,0.69
2025-01-30 16:00:00,2.23,7.65,0.683
2025-01-30 17:00:00,1.18,6.75,0.505
2025-01-30 18:00:00,1.11,4.57,0.788
2025-01-30 19:00:00,0.79,4.84,0.71
2025-01-30 20:00:00,1.74,6.25,1.43
2025-01-30 21:00:00,0.9,6.37,0.401
2025-01-30 22:00:00,1.1,4.42,0.96
2025-01-30 23:00:00,2.44,6.85,0.414
2025-01-31 00:00:00,2.3,3.71,0.746
2025-01-31 01:00:00,2.66,6.57,0.035
2025-01-31 02:00:00,0.89,6.11,0.486
2025-01-31 03:00:00,1.17,7.27,0.733
2025-01-31 04:00:00,1.39,8.89,0.675
2025-01-31 05:00:00,2.75,5.73,0.113
2025-01-31 06:00:00,1.81,6.47,0.512
2025-01-31 07:00:00,2.86,2.51,0.984
2025-01-31 08:00:00,2.15,10.41,0.872
2025-01-31 09:00:00,1.7,2.75,0.855
2025-01-31 10:00:00,2.11,6.3,1.203
2025-01-31 11:00:00,0.73,1.37,0.178
2025-01-31 12:00:00,0.54,4.82,0.516
2025-01-31 13:00:00,1.92,9.94,0.622
2025-01-31 14:00:00,1.78,8.76,0.432
2025-01-31 15:00:00,2.93,8.44,0.646
2025-01-31 16:00:00,0.94,6.08,0.94
2025-01-31 17:00:00,1.99,9.77,0.642
2025-01-31 18:00:00,2.19,6.98,0.064
2025-01-31 19:00:00,1.97,7.85,0.784
2025-01-31 20:00:00,2.43,11.76,0.611
2025-01-31 21:00:00,1.39,8.65,0.07
2025-01-31 22:00:00,2.27,6.34,0.461
2025-01-31 23:00:00,2.11,7.49,0.181
2025-02-01 00:00:00,2.44,9.18,0.534
2025-02-01 01:00:00,1.43,7.62,0.48
2025-02-01 02:00:00,1.03,7.94,0.225
2025-02-01 03:00:00,1.36,8.95,0.669
2025-02-01 04:00:00,1.1,11.43,0.335
2025-02-01 05:00:00,1.4,4.5,0.937
2025-02-01 06:00:00,1.54,7.77,0.648
2025-02-01 07:00:00,1.19,7.29,0.541
2025-02-01 08:00:00,1.74,5.6,0.919
2025-02-01 09:00:00,1.03,5.08,0.671
2025-02-01 10:00:00,1.69,9.67,0.693
2025-02-01 11:00:00,1.44,4.33,0.59
2025-02-01 12:00:00,1.66,3.55,0.528
2025-02-01 13:00:00,1.97,5.24,0.707
2025-02-01 14:00:00,1.49,2.81,0.987
2025-02-01 15:00:00,1.27,4.68,0.249
2025-02-01 16:00:00,1.34,4.27,1.073
2025-02-01 17:00:00,2.35,6.54,0.354
2025-02-01 18:00:00,2.5,9.26,0.654
2025-02-01 19:00:00,1.43,5.19,0.177
2025-02-01 20:00:00,1.64,8.1,0.979
2025-02-01 21:00:00,0.71,7.87,0.26
2025-02-01 22:00:00,1.63,1.93,0.887
2025-02-01 23:00:00,0.87,5.27,0.546
2025-02-02 00:00:00,1.41,5.46,0.56
2025-02-02 01:00:00,2.35,6.98,0.286
2025-02-02 02:00:00,0.81,7.35,0.906
2025-02-02 03:00:00,1.17,6.88,0.564
2025-02-02 04:00:00,1.17,4.42,0.781
2025-02-02 05:00:00,0.71,4.95,0.085
2025-02-02 06:00:00,2.22,3.21,0.378
2025-02-02 07:00:00,1.87,6.35,0.664
2025-02-02 08:00:00,2.79,5.48,0.207
2025-02-02 09:00:00,1.11,7.28,0.691
2025-02-02 10:00:00,0.64,7.61,0.436
2025-02-02 11:00:00,2.27,5.55,0.407
2025-02-02 12:00:00,1.49,6.78,0.729
2025-02-02 13:00:00,1.43,5.78,0.644
2025-02-02 14:00:00,2.59,3.99,0.32
2025-02-02 15:00:00,1.81,4.61,0.882
2025-02-02 16:00:00,2.25,1.68,0.727
2025-02-02 17:00:00,1.33,5.42,0.097
2025-02-02 18:00:00,1.27,5.03,0.525
2025-02-02 19:00:00,1.49,4.02,0.694
2025-02-02 20:00:00,2.11,7.85,0.573
2025-02-02 21:00:00,1.74,7.27,0.23
2025-02-02 22:00:00,1.99,7.32,0.617
2025-02-02 23:00:00,0.15,7.6,0.79
2025-02-03 00:00:00,0.55,6.0,0.58
2025-02-03 01:00:00,0.39,5.98,0.614
2025-02-03 02:00:00,1.45,7.66,0.855
2025-02-03 03:00:00,0.84,7.34,0.204
2025-02-03 04:00:00,2.69,8.06,0.784
2025-02-03 05:00:00,1.67,5.92,0.685
2025-02-03 06:00:00,1.81,4.03,0.194
2025-02-03 07:00:00,1.02,6.48,0.775
2025-02-03 08:00:00,1.01,4.85,1.052
2025-02-03 09:00:00,2.61,7.31,0.684
2025-02-03 10:00:00,2.75,6.58,0.739
2025-02-03 11:00:00,1.93,6.11,0.334
2025-02-03 12:00:00,0.46,5.22,0.445
2025-02-03 13:00:00,1.42,8.01,0.346
2025-02-03 14:00:00,1.87,7.85,0.699
2025-02-03 15:00:00,1.54,4.88,0.471
2025-02-03 16:00:00,0.41,3.55,0.455
2025-02-03 17:00:00,2.79,6.36,0.776
2025-02-03 18:00:00,1.18,8.38,1.018
2025-02-03 19:00:00,0.87,3.48,0.578
2025-02-03 20:00:00,1.66,6.94,0.206
2025-02-03 21:00:00,2.39,4.36,0.61
2025-02-03 22:00:00,1.99,3.97,0.648
2025-02-03 23:00:00,0.89,7.87,0.808
2025-02-04 00:00:00,0.76,7.05,0.522
2025-02-04 01:00:00,0.34,5.45,0.823
2025-02-04 02:00:00,1.48,7.33,0.785
2025-02-04 03:00:00,1.37,7.12,0.529
2025-02-04 04:00:00,1.96,2.78,0.808
2025-02-04 05:00:00,1.24,5.92,0.836
2025-02-04 06:00:00,2.23,8.58,0.33
2025-02-04 07:00:00,2.04,6.7,0.843
2025-02-04 08:00:00,1.21,0.52,0.573
2025-02-04 09:00:00,1.88,3.61,0.541
2025-02-04 10:00:00,2.45,7.74,0.576
2025-02-04 11:00:00,1.07,4.64,0.913
2025-02-04 12:00:00,1.52,7.99,0.913
2025-02-04 13:00:00,1.51,9.84,0.722
2025-02-04 14:00:00,1.44,5.27,0.67
2025-02-04 15:00:00,2.13,4.51,0.577
2025-02-04 16:00:00,2.18,3.74,1.278
2025-02-04 17:00:00,1.89,7.27,0.432
2025-02-04 18:00:00,1.87,4.54,0.491
2025-02-04 19:00:00,1.31,4.95,0.679
2025-02-04 20:00:00,1.85,3.53,0.376
2025-02-04 21:00:00,0.88,4.88,0.865
2025-02-04 22:00:00,3.14,4.34,0.235
2025-02-04 23:00:00,2.46,1.79,0.425
2025-02-05 00:00:00,2.2,3.79,0.509
2025-02-05 01:00:00,1.87,6.96,0.359
2025-02-05 02:00:00,1.87,8.16,0.87
2025-02-05 03:00:00,0.61,5.25,0.281
2025-02-05 04:00:00,0.87,5.53,0.369
2025-02-05 05:00:00,0.94,6.04,0.441
2025-02-05 06:00:00,1.66,9.39,0.821
2025-02-05 07:00:00,1.45,3.44,0.973
2025-02-05 08:00:00,2.11,2.94,0.74
2025-02-05 09:00:00,1.04,5.36,0.281
2025-02-05 10:00:00,2.24,6.25,0.455
2025-02-05 11:00:00,1.13,5.4,1.003
2025-02-05 12:00:00,1.37,2.73,0.617
2025-02-05 13:00:00,2.16,7.23,0.248
2025-02-05 14:00:00,1.93,5.19,1.158
2025-02-05 15:00:00,0.87,6.57,0.467
2025-02-05 16:00:00,2.26,8.57,0.592
2025-02-05 17:00:00,1.68,2.54,0.439
2025-02-05 18:00:00,0.34,2.03,0.371
2025-02-05 19:00:00,1.12,6.59,0.934
2025-02-05 20:00:00,1.38,1.39,0.659
2025-02-05 21:00:00,0.92,4.66,0.689
2025-02-05 22:00:00,2.43,4.32,0.29
2025-02-05 23:00:00,1.4,6.18,0.535
2025-02-06 00:00:00,1.88,3.82,0.465
2025-02-06 01:00:00,1.72,6.14,0.414
2025-02-06 02:00:00,2.02,3.02,0.737
2025-02-06 03:00:00,2.6,2.67,0.536
2025-02-06 04:00:00,2.0,5.2,0.793
2025-02-06 05:00:00,2.64,5.37,0.8
2025-02-06 06:00:00,2.02,5.75,0.511
2025-02-06 07:00:00,1.68,8.12,0.734
2025-02-06 08:00:00,1.79,7.72,0.505
2025-02-06 09:00:00,0.02,6.06,0.423
2025-02-06 10:00:00,1.33,6.78,0.355
2025-02-06 11:00:00,1.51,5.68,0.642
2025-02-06 12:00:00,1.86,7.52,0.435
2025-02-06 13:00:00,1.58,5.88,0.965
2025-02-06 14:00:00,1.8,4.05,1.027
2025-02-06 15:00:00,0.81,3.65,0.739
2025-02-06 16:00:00,0.65,7.46,0.681
2025-02-06 17:00:00,0.89,4.79,0.625
2025-02-06 18:00:00,2.54,8.99,1.214
2025-02-06 19:00:00,0.84,2.95,1.111
2025-02-06 20:00:00,1.13,7.66,0.569
2025-02-06 21:00:00,1.66,4.3,0.571
2025-02-06 22:00:00,0.64,5.97,0.702
2025-02-06 23:00:00,1.08,2.55,0.325
2025-02-07 00:00:00,1.98,1.17,0.184
2025-02-07 01:00:00,1.31,7.8,0.3
2025-02-07 02:00:00,2.59,3.97,0.559
2025-02-07 03:00:00,0.56,6.81,0.398
2025-02-07 04:00:00,1.37,3.53,0.998
2025-02-07 05:00:00,1.31,6.82,0.267
2025-02-07 06:00:00,1.57,3.99,0.3
2025-02-07 07:00:00,0.84,2.42,0.176
2025-02-07 08:00:00,1.23,6.14,0.473
2025-02-07 09:00:00,2.05,6.73,0.535
2025-02-07 10:00:00,1.42,6.12,0.614
2025-02-07 11:00:00,0.94,4.55,0.625
2025-02-07 12:00:00,2.83,1.35,0.479
2025-02-07 13:00:00,1.61,2.71,0.371
2025-02-07 14:00:00,1.95,3.44,0.739
2025-02-07 15:00:00,2.04,4.33,0.409
2025-02-07 16:00:00,1.53,7.1,0.829
2025-02-07 17:00:00,1.1,4.61,0.264
2025-02-07 18:00:00,1.7,0.63,0.447
2025-02-07 19:00:00,1.16,0.34,1.145
2025-02-07 20:00:00,1.8,3.45,1.179
2025-02-07 21:00:00,1.48,3.82,0.294
2025-02-07 22:00:00,2.19,5.55,0.936
2025-02-07 23:00:00,0.89,1.94,1.038
2025-02-08 00:00:00,1.99,1.77,0.917
2025-02-08 01:00:00,1.93,5.44,0.635
2025-02-08 02:00:00,1.41,7.2,0.169
2025-02-08 03:00:00,2.0,0.61,0.673
2025-02-08 04:00:00,1.81,3.0,0.754
2025-02-08 05:00:00,1.96,6.76,0.711
2025-02-08 06:00:00,1.92,6.4,0.771
2025-02-08 07:00:00,1.59,2.69,0.448
2025-02-08 08:00:00,1.2,6.86,0.53
2025-02-08 09:00:00,1.19,4.63,0.053
2025-02-08 10:00:00,1.43,5.86,0.874
2025-02-08 11:00:00,2.06,3.13,0.427
2025-02-08 12:00:00,1.94,5.12,0.589
2025-02-08 13:00:00,2.16,2.2,0.715
2025-02-08 14:00:00,2.22,3.44,0.511
2025-02-08 15:00:00,1.43,3.94,0.383
2025-02-08 16:00:00,2.73,4.82,0.715
2025-02-08 17:00:00,1.49,9.35,0.206
2025-02-08 18:00:00,1.26,9.66,0.843
2025-02-08 19:00:00,1.76,3.76,0.816
2025-02-08 20:00:00,1.85,7.5,0.514
2025-02-08 21:00:00,1.11,2.32,0.528
2025-02-08 22:00:00,1.46,5.34,0.404
2025-02-08 23:00:00,1.29,3.17,0.556
2025-02-09 00:00:00,1.63,3.35,0.621
2025-02-09 01:00:00,2.02,9.57,0.592
2025-02-09 02:00:00,1.38,3.48,1.034
2025-02-09 03:00:00,1.88,2.95,0.234
2025-02-09 04:00:00,0.71,2.25,0.444
2025-02-09 05:00:00,2.07,2.71,0.854
2025-02-09 06:00:00,1.27,1.41,1.185
2025-02-09 07:00:00,1.26,4.7,0.455
2025-02-09 08:00:00,1.78,4.66,0.924
2025-02-09 09:00:00,1.81,4.93,0.384
2025-02-09 10:00:00,1.47,4.23,0.574
2025-02-09 11:00:00,1.01,3.12,0.674
2025-02-09 12:00:00,1.25,2.94,0.499
2025-02-09 13:00:00,1.6,4.57,0.567
2025-02-09 14:00:00,1.83,4.15,0.331
2025-02-09 15:00:00,1.05,2.98,0.84
2025-02-09 16:00:00,1.16,3.68,0.447
2025-02-09 17:00:00,1.7,7.33,0.505
2025-02-09 18:00:00,1.49,8.19,0.476
2025-02-09 19:00:00,1.63,3.81,0.489
2025-02-09 20:00:00,0.03,2.78,0.708
2025-02-09 21:00:00,1.36,4.16,0.687
2025-02-09 22:00:00,2.05,6.52,1.301
2025-02-09 23:00:00,1.17,4.16,0.61
2025-02-10 00:00:00,1.82,4.71,0.669
2025-02-10 01:00:00,0.8,2.68,1.028
2025-02-10 02:00:00,0.59,1.66,0.75
2025-02-10 03:00:00,1.78,5.52,0.669
2025-02-10 04:00:00,1.49,4.39,0.661
2025-02-10 05:00:00,1.32,5.31,0.743
2025-02-10 06:00:00,2.03,0.57,0.938
2025-02-10 07:00:00,1.34,7.66,1.03
2025-02-10 08:00:00,1.15,4.5,0.952
2025-02-10 09:00:00,1.08,0.38,0.811
2025-02-10 10:00:00,0.95,5.97,0.747
2025-02-10 11:00:00,1.81,3.25,1.204
2025-02-10 12:00:00,1.34,4.06,0.575
2025-02-10 13:00:00,2.21,3.04,0.869
2025-02-10 14:00:00,0.25,3.8,0.988
2025-02-10 15:00:00,2.08,3.9,0.955
2025-02-10 16:00:00,1.74,0.66,0.503
2025-02-10 17:00:00,1.47,5.73,1.398
2025-02-10 18:00:00,0.75,4.22,1.112
2025-02-10 19:00:00,0.53,4.89,0.959
2025-02-10 20:00:00,1.98,5.63,0.442
2025-02-10 21:00:00,1.67,4.24,0.939
2025-02-10 22:00:00,1.66,4.66,0.116
2025-02-10 23:00:00,1.46,1.06,0.636
2025-02-11 00:00:00,2.02,2.13,0.745
2025-02-11 01:00:00,1.16,3.96,0.606
2025-02-11 02:00:00,1.31,4.16,1.114
2025-02-11 03:00:00,1.41,4.59,0.745
2025-02-11 04:00:00,1.39,6.6,0.478
2025-02-11 05:00:00,2.32,3.6,0.907
2025-02-11 06:00:00,0.76,4.51,0.818
2025-02-11 07:00:00,0.34,3.9,0.28
2025-02-11 08:00:00,0.64,3.29,1.053
2025-02-11 09:00:00,1.92,3.36,0.744
2025-02-11 10:00:00,1.45,2.22,0.965
2025-02-11 11:00:00,0.56,3.55,0.821
2025-02-11 12:00:00,1.57,3.35,0.634
2025-02-11 13:00:00,1.32,3.48,0.825
2025-02-11 14:00:00,1.85,0.3,0.693
2025-02-11 15:00:00,1.99,3.59,0.791
2025-02-11 16:00:00,3.03,2.03,0.869
2025-02-11 17:00:00,0.81,3.66,0.755
2025-02-11 18:00:00,0.4,1.6,0.835
2025-02-11 19:00:00,1.87,3.89,0.626
2025-02-11 20:00:00,2.11,3.19,0.576
2025-02-11 21:00:00,0.75,2.53,0.912
2025-02-11 22:00:00,0.75,4.37,1.081
2025-02-11 23:00:00,1.72,4.54,0.589
2025-02-12 00:00:00,2.54,3.53,0.824
2025-02-12 01:00:00,0.98,4.77,0.393
2025-02-12 02:00:00,1.56,2.8,1.196
2025-02-12 03:00:00,0.37,4.43,1.031
2025-02-12 04:00:00,1.39,3.55,0.599
2025-02-12 05:00:00,1.44,1.63,0.657
2025-02-12 06:00:00,2.39,2.03,1.047
2025-02-12 07:00:00,1.08,5.96,0.789
2025-02-12 08:00:00,1.92,6.78,0.903
2025-02-12 09:00:00,1.04,5.06,0.498
2025-02-12 10:00:00,1.56,2.46,0.889
2025-02-12 11:00:00,2.75,6.49,0.708
2025-02-12 12:00:00,2.58,4.85,0.82
2025-02-12 13:00:00,2.68,4.3,0.645
2025-02-12 14:00:00,1.75,7.31,0.692
2025-02-12 15:00:00,1.38,1.91,0.771
2025-02-12 16:00:00,1.68,5.18,0.599
2025-02-12 17:00:00,1.79,2.0,1.312
2025-02-12 18:00:00,1.74,2.42,0.481
2025-02-12 19:00:00,1.08,8.83,0.87
2025-02-12 20:00:00,1.06,4.63,0.821
2025-02-12 21:00:00,1.15,7.33,0.935
2025-02-12 22:00:00,2.15,4.72,0.12
2025-02-12 23:00:00,2.21,4.43,0.323
2025-02-13 00:00:00,3.41,2.28,0.635
2025-02-13 01:00:00,1.76,5.49,1.002
2025-02-13 02:00:00,1.03,3.58,0.706
2025-02-13 03:00:00,1.21,3.69,0.696
2025-02-13 04:00:00,1.41,3.01,0.776
2025-02-13 05:00:00,2.41,3.33,0.562
2025-02-13 06:00:00,1.94,3.58,0.89
2025-02-13 07:00:00,0.69,3.78,0.82
2025-02-13 08:00:00,1.47,3.43,0.898
2025-02-13 09:00:00,0.62,0.42,1.151
2025-02-13 10:00:00,1.86,4.62,0.715
2025-02-13 11:00:00,1.08,3.29,0.8
2025-02-13 12:00:00,1.13,3.1,0.526
2025-02-13 13:00:00,0.37,0.36,0.459
2025-02-13 14:00:00,1.96,2.59,0.77
2025-02-13 15:00:00,2.23,6.09,0.798
2025-02-13 16:00:00,1.09,4.75,0.945
2025-02-13 17:00:00,1.4,2.16,0.916
2025-02-13 18:00:00,1.21,3.15,0.836
2025-02-13 19:00:00,1.37,5.74,1.193
2025-02-13 20:00:00,1.01,2.3,0.694
2025-02-13 21:00:00,0.84,1.36,0.725
2025-02-13 22:00:00,2.32,5.29,0.843
2025-02-13 23:00:00,0.08,5.76,0.476
2025-02-14 00:00:00,1.8,2.29,0.972
2025-02-14 01:00:00,1.67,4.48,0.818
2025-02-14 02:00:00,2.49,3.42,0.823
2025-02-14 03:00:00,1.36,2.32,0.936
2025-02-14 04:00:00,1.28,5.84,0.894
2025-02-14 05:00:00,1.01,2.17,0.903
2025-02-14 06:00:00,1.71,5.01,0.703
2025-02-14 07:00:00,1.08,3.64,1.192
2025-02-14 08:00:00,0.82,3.16,0.434
2025-02-14 09:00:00,1.06,2.39,0.629
2025-02-14 10:00:00,0.93,1.53,0.662
2025-02-14 11:00:00,0.9,3.0,0.62
2025-02-14 12:00:00,1.55,2.48,0.363
2025-02-14 13:00:00,1.38,3.69,1.211
2025-02-14 14:00:00,1.83,1.11,0.961
2025-02-14 15:00:00,1.59,3.2,0.642
2025-02-14 16:00:00,0.78,4.31,0.974
2025-02-14 17:00:00,0.23,2.15,0.76
2025-02-14 18:00:00,0.87,4.98,0.727
2025-02-14 19:00:00,1.96,5.2,0.56
2025-02-14 20:00:00,1.94,1.09,0.804
2025-02-14 21:00:00,2.09,1.98,0.642
2025-02-14 22:00:00,2.0,0.82,0.557
2025-02-14 23:00:00,2.15,4.35,1.039
2025-02-15 00:00:00,1.75,3.79,0.622
2025-02-15 01:00:00,2.58,0.33,1.179
2025-02-15 02:00:00,1.68,2.23,0.649
2025-02-15 03:00:00,2.7,4.15,0.452
2025-02-15 04:00:00,1.13,3.76,0.959
2025-02-15 05:00:00,1.11,5.95,0.716
2025-02-15 06:00:00,1.39,1.23,0.433
2025-02-15 07:00:00,1.48,3.51,0.892
2025-02-15 08:00:00,1.31,1.53,0.501
2025-02-15 09:00:00,1.83,3.75,0.331
2025-02-15 10:00:00,1.44,3.17,0.997
2025-02-15 11:00:00,1.14,4.08,1.2
2025-02-15 12:00:00,1.26,2.71,0.729
2025-02-15 13:00:00,2.23,5.06,1.131
2025-02-15 14:00:00,1.69,2.1,1.028
2025-02-15 15:00:00,0.5,1.5,0.995
2025-02-15 16:00:00,2.41,3.98,0.785
2025-02-15 17:00:00,1.76,7.24,0.679
2025-02-15 18:00:00,1.89,0.49,0.914
2025-02-15 19:00:00,2.06,1.24,0.99
2025-02-15 20:00:00,2.09,4.0,0.513
2025-02-15 21:00:00,0.95,5.79,0.747
2025-02-15 22:00:00,0.86,4.15,0.781
2025-02-15 23:00:00,2.94,2.32,0.757
2025-02-16 00:00:00,1.09,4.47,0.686
2025-02-16 01:00:00,1.73,4.66,0.522
2025-02-16 02:00:00,2.49,2.27,0.779
2025-02-16 03:00:00,1.24,5.28,0.786
2025-02-16 04:00:00,1.29,3.56,0.737
2025-02-16 05:00:00,2.06,0.13,1.017
2025-02-16 06:00:00,1.63,3.36,0.513
2025-02-16 07:00:00,1.8,2.49,0.925
2025-02-16 08:00:00,1.46,6.24,0.407
2025-02-16 09:00:00,1.19,0.97,0.839
2025-02-16 10:00:00,1.31,2.66,0.291
