timestamp,sea_level_residual_m,significant_wave_height_m,wave_period_s,swell_direction_deg
2025-02-15 06:00:00,0.188,0.95,7.98,183.0
2025-02-15 07:00:00,0.64,1.99,6.83,111.0
2025-02-15 08:00:00,0.77,1.22,7.14,205.0
2025-02-15 09:00:00,0.295,1.66,6.91,168.0
2025-02-15 10:00:00,0.104,1.51,5.8,177.0
2025-02-15 11:00:00,0.495,1.41,5.14,197.0
2025-02-15 12:00:00,0.229,1.32,5.48,188.0
2025-02-15 13:00:00,0.442,1.79,5.73,158.0
2025-02-15 14:00:00,0.228,0.97,8.1,221.0
2025-02-15 15:00:00,0.683,1.99,4.36,212.0
2025-02-15 16:00:00,0.118,0.78,5.3,109.0
2025-02-15 17:00:00,0.413,1.61,4.87,171.0
2025-02-15 18:00:00,0.17,0.74,7.23,137.0
2025-02-15 19:00:00,0.222,1.17,8.19,129.0
2025-02-15 20:00:00,0.189,1.34,6.34,201.0
2025-02-15 21:00:00,0.477,1.11,6.43,163.0
2025-02-15 22:00:00,0.522,1.23,6.07,174.0
2025-02-15 23:00:00,0.432,0.75,6.49,153.0
2025-02-16 00:00:00,0.208,0.9,6.86,195.0
2025-02-16 01:00:00,0.27,1.5,6.44,207.0
2025-02-16 02:00:00,0.459,1.31,6.53,267.0
2025-02-16 03:00:00,0.467,1.02,6.86,173.0
2025-02-16 04:00:00,-0.438,1.83,3.8,122.0
2025-02-16 05:00:00,0.166,0.81,5.93,160.0
2025-02-16 06:00:00,0.178,1.15,6.3,214.0
2025-02-16 07:00:00,0.402,1.1,6.43,149.0
2025-02-16 08:00:00,0.218,1.55,5.73,121.0
2025-02-16 09:00:00,0.414,1.32,6.12,150.0
2025-02-16 10:00:00,-0.035,1.26,5.07,159.0
2025-02-16 11:00:00,0.3,0.56,3.8,137.0
2025-02-16 12:00:00,0.46,1.65,7.11,189.0
2025-02-16 13:00:00,-0.134,1.21,4.57,177.0
2025-02-16 14:00:00,0.863,1.35,5.74,212.0
2025-02-16 15:00:00,0.532,1.0,5.03,162.0
2025-02-16 16:00:00,0.235,0.94,7.83,202.0
2025-02-16 17:00:00,0.027,1.9,5.83,160.0
2025-02-16 18:00:00,0.191,0.59,5.56,135.0
2025-02-16 19:00:00,0.256,0.88,6.83,158.0
2025-02-16 20:00:00,0.345,1.89,8.52,115.0
2025-02-16 21:00:00,0.61,1.56,6.42,252.0
2025-02-16 22:00:00,0.116,1.17,5.48,186.0
2025-02-16 23:00:00,0.375,1.8,6.77,148.0
2025-02-17 00:00:00,-0.193,1.48,4.01,165.0
2025-02-17 01:00:00,0.027,1.39,5.95,82.0
2025-02-17 02:00:00,0.224,1.39,8.29,237.0
2025-02-17 03:00:00,0.303,1.48,6.09,233.0
2025-02-17 04:00:00,-0.058,1.5,6.03,184.0
2025-02-17 05:00:00,0.02,2.18,5.92,193.0
2025-02-17 06:00:00,0.495,1.22,5.42,129.0
2025-02-17 07:00:00,0.421,1.23,6.27,132.0
2025-02-17 08:00:00,0.182,0.8,6.83,112.0
2025-02-17 09:00:00,-0.429,1.28,5.5,174.0
2025-02-17 10:00:00,0.758,2.04,2.91,222.0
2025-02-17 11:00:00,0.125,1.69,6.45,165.0
2025-02-17 12:00:00,0.052,1.08,8.46,194.0
2025-02-17 13:00:00,-0.0,1.31,5.44,219.0
2025-02-17 14:00:00,0.224,0.78,4.13,115.0
2025-02-17 15:00:00,0.227,0.91,6.71,254.0
2025-02-17 16:00:00,0.368,1.36,7.99,226.0
2025-02-17 17:00:00,-0.101,1.1,6.53,201.0
2025-02-17 18:00:00,0.052,0.88,7.97,217.0
2025-02-17 19:00:00,0.638,1.49,6.85,219.0
2025-02-17 20:00:00,0.186,1.27,6.74,192.0
2025-02-17 21:00:00,0.087,0.67,5.27,237.0
2025-02-17 22:00:00,-0.105,0.47,6.24,162.0
2025-02-17 23:00:00,0.257,1.07,5.86,198.0
2025-02-18 00:00:00,0.258,0.66,5.79,233.0
2025-02-18 01:00:00,0.219,0.55,5.56,72.0
2025-02-18 02:00:00,-0.065,1.75,6.13,198.0
2025-02-18 03:00:00,0.09,1.26,4.31,209.0
2025-02-18 04:00:00,0.418,1.19,6.84,112.0
2025-02-18 05:00:00,0.268,1.22,4.81,191.0
2025-02-18 06:00:00,-0.196,0.84,5.56,148.0
2025-02-18 07:00:00,-0.637,1.46,6.26,196.0
2025-02-18 08:00:00,0.074,1.24,4.75,176.0
2025-02-18 09:00:00,0.2,0.99,3.5,142.0
2025-02-18 10:00:00,-0.272,1.05,5.4,224.0
2025-02-18 11:00:00,-0.002,0.81,4.14,163.0
2025-02-18 12:00:00,-0.066,1.13,6.72,191.0
2025-02-18 13:00:00,0.026,1.2,4.48,233.0
2025-02-18 14:00:00,-0.136,1.12,7.64,143.0
2025-02-18 15:00:00,0.323,1.32,5.86,180.0
2025-02-18 16:00:00,0.037,1.27,5.93,160.0
2025-02-18 17:00:00,-0.22,1.39,3.49,169.0
2025-02-18 18:00:00,0.229,1.67,6.04,266.0
2025-02-18 19:00:00,-0.316,1.53,5.77,198.0
2025-02-18 20:00:00,0.321,1.68,4.3,193.0
2025-02-18 21:00:00,0.248,0.96,5.97,201.0
2025-02-18 22:00:00,0.347,1.09,5.38,197.0
2025-02-18 23:00:00,-0.04,1.56,5.6,107.0
2025-02-19 00:00:00,-0.254,1.56,5.86,272.0
2025-02-19 01:00:00,-0.109,1.02,5.26,121.0
2025-02-19 02:00:00,-0.151,1.54,6.12,249.0
2025-02-19 03:00:00,-0.293,0.92,5.73,205.0
2025-02-19 04:00:00,-0.269,1.49,6.4,187.0
2025-02-19 05:00:00,-0.222,1.28,5.19,168.0
2025-02-19 06:00:00,-0.423,0.74,4.55,284.0
2025-02-19 07:00:00,0.039,1.12,4.98,204.0
2025-02-19 08:00:00,-0.143,2.17,7.56,181.0
2025-02-19 09:00:00,-0.207,1.38,6.98,159.0
2025-02-19 10:00:00,-0.408,2.22,7.29,154.0
2025-02-19 11:00:00,-0.42,0.72,7.37,182.0
2025-02-19 12:00:00,0.354,1.6,5.27,143.0
2025-02-19 13:00:00,-0.287,0.28,6.18,207.0
2025-02-19 14:00:00,0.022,1.3,5.92,154.0
2025-02-19 15:00:00,-0.09,1.55,6.62,220.0
2025-02-19 16:00:00,-0.824,1.63,5.48,219.0
2025-02-19 17:00:00,0.318,0.98,5.94,178.0
2025-02-19 18:00:00,0.041,1.71,5.92,203.0
2025-02-19 19:00:00,-0.322,1.08,6.47,205.0
2025-02-19 20:00:00,-0.137,1.23,6.62,122.0
2025-02-19 21:00:00,-0.417,1.12,5.94,249.0
2025-02-19 22:00:00,0.326,0.84,5.98,170.0
2025-02-19 23:00:00,-0.357,1.92,6.1,208.0
2025-02-20 00:00:00,-0.365,1.31,7.77,209.0
2025-02-20 01:00:00,-0.417,1.73,3.72,80.0
2025-02-20 02:00:00,-0.214,1.71,4.63,154.0
2025-02-20 03:00:00,0.108,0.91,6.61,214.0
2025-02-20 04:00:00,0.213,1.78,6.12,182.0
2025-02-20 05:00:00,-0.334,1.49,6.11,208.0
2025-02-20 06:00:00,-0.14,0.88,6.6,184.0
2025-02-20 07:00:00,-0.214,1.47,6.05,229.0
2025-02-20 08:00:00,-0.48,0.88,5.13,185.0
2025-02-20 09:00:00,0.371,1.94,6.55,237.0
2025-02-20 10:00:00,0.106,1.62,5.82,141.0
2025-02-20 11:00:00,-0.187,1.26,5.26,175.0
2025-02-20 12:00:00,0.161,1.8,6.63,156.0
2025-02-20 13:00:00,0.068,0.66,6.58,196.0
2025-02-20 14:00:00,-0.214,0.99,6.05,169.0
2025-02-20 15:00:00,-0.153,1.19,7.86,171.0
2025-02-20 16:00:00,0.143,2.19,7.39,152.0
2025-02-20 17:00:00,-0.471,0.87,7.0,162.0
2025-02-20 18:00:00,0.184,0.61,8.88,180.0
2025-02-20 19:00:00,-0.291,0.72,5.62,99.0
2025-02-20 20:00:00,0.147,1.66,5.24,88.0
2025-02-20 21:00:00,-0.236,1.06,6.83,182.0
2025-02-20 22:00:00,-0.15,1.23,5.49,69.0
2025-02-20 23:00:00,-0.243,1.6,5.81,172.0
2025-02-21 00:00:00,-0.425,1.23,4.58,165.0
2025-02-21 01:00:00,-0.36,1.37,6.49,202.0
2025-02-21 02:00:00,0.052,1.51,4.0,153.0
2025-02-21 03:00:00,-0.871,1.12,5.65,243.0
2025-02-21 04:00:00,-0.602,1.22,5.75,214.0
2025-02-21 05:00:00,-0.474,1.39,5.24,120.0
2025-02-21 06:00:00,-0.562,1.64,3.66,169.0
2025-02-21 07:00:00,0.085,0.97,3.65,241.0
2025-02-21 08:00:00,0.022,0.08,4.87,152.0
2025-02-21 09:00:00,-0.144,1.56,6.41,178.0
2025-02-21 10:00:00,-0.452,1.66,6.11,236.0
2025-02-21 11:00:00,0.041,1.37,5.75,158.0
2025-02-21 12:00:00,-0.69,1.4,4.7,225.0
2025-02-21 13:00:00,0.243,1.07,6.17,144.0
2025-02-21 14:00:00,-0.464,1.49,3.61,64.0
2025-02-21 15:00:00,-0.358,1.63,2.89,229.0
2025-02-21 16:00:00,-0.4,1.31,5.47,198.0
2025-02-21 17:00:00,-0.561,2.29,5.11,200.0
2025-02-21 18:00:00,0.189,0.67,6.98,136.0
2025-02-21 19:00:00,-0.095,1.36,5.95,139.0
2025-02-21 20:00:00,0.011,0.82,7.75,226.0
2025-02-21 21:00:00,-0.598,1.64,5.11,190.0
2025-02-21 22:00:00,-0.247,0.66,6.35,175.0
2025-02-21 23:00:00,-0.162,0.76,5.46,189.0
2025-02-22 00:00:00,-0.225,1.04,7.39,240.0
2025-02-22 01:00:00,-0.583,1.39,5.49,209.0
2025-02-22 02:00:00,-0.024,1.05,6.76,161.0
2025-02-22 03:00:00,-0.262,1.05,4.44,124.0
2025-02-22 04:00:00,-0.531,1.22,5.24,204.0
2025-02-22 05:00:00,-0.756,1.19,5.63,143.0
2025-02-22 06:00:00,-0.141,1.88,7.25,133.0
2025-02-22 07:00:00,0.32,1.56,3.1,233.0
2025-02-22 08:00:00,-0.546,1.16,5.34,215.0
2025-02-22 09:00:00,-0.25,2.13,5.3,195.0
2025-02-22 10:00:00,-0.015,1.49,3.24,130.0
2025-02-22 11:00:00,-0.61,0.9,5.18,252.0
2025-02-22 12:00:00,-0.412,1.39,3.89,221.0
2025-02-22 13:00:00,-0.508,1.5,2.94,168.0
2025-02-22 14:00:00,-0.046,1.01,5.42,159.0
2025-02-22 15:00:00,0.039,0.87,5.38,183.0
2025-02-22 16:00:00,-0.253,1.32,5.44,161.0
2025-02-22 17:00:00,-0.503,1.14,6.04,268.0
2025-02-22 18:00:00,-0.403,1.88,4.68,165.0
2025-02-22 19:00:00,-0.45,1.58,7.88,137.0
2025-02-22 20:00:00,-0.537,1.03,5.7,244.0
2025-02-22 21:00:00,-0.318,1.46,7.28,157.0
2025-02-22 22:00:00,-0.149,1.8,3.72,211.0
2025-02-22 23:00:00,-0.17,0.73,4.73,207.0
2025-02-23 00:00:00,-0.237,0.88,6.53,178.0
2025-02-23 01:00:00,-0.22,1.28,5.43,141.0
2025-02-23 02:00:00,-0.255,1.3,4.42,178.0
2025-02-23 03:00:00,-0.559,1.26,3.5,133.0
2025-02-23 04:00:00,-0.195,1.16,6.59,179.0
2025-02-23 05:00:00,-0.38,1.15,6.49,211.0
2025-02-23 06:00:00,-0.571,1.44,6.0,249.0
2025-02-23 07:00:00,-0.142,1.74,5.11,136.0
2025-02-23 08:00:00,-0.387,1.09,4.37,170.0
2025-02-23 09:00:00,-0.178,2.26,5.64,159.0
2025-02-23 10:00:00,-0.023,2.07,4.13,191.0
2025-02-23 11:00:00,-0.472,1.82,4.8,119.0
2025-02-23 12:00:00,-0.212,1.53,7.22,143.0
2025-02-23 13:00:00,-0.687,2.09,3.49,112.0
2025-02-23 14:00:00,0.149,1.17,6.52,122.0
2025-02-23 15:00:00,-0.574,0.95,7.5,154.0
2025-02-23 16:00:00,-0.363,1.07,6.69,247.0
2025-02-23 17:00:00,0.1,0.88,6.18,194.0
2025-02-23 18:00:00,-0.293,1.33,5.15,183.0
2025-02-23 19:00:00,-0.534,1.41,4.93,234.0
2025-02-23 20:00:00,-0.056,1.37,3.01,195.0
2025-02-23 21:00:00,-0.062,1.28,5.75,199.0
2025-02-23 22:00:00,-0.393,1.34,5.22,161.0
2025-02-23 23:00:00,-0.366,1.98,4.87,155.0
2025-02-24 00:00:00,-0.239,1.53,5.65,128.0
2025-02-24 01:00:00,-0.182,1.65,5.75,156.0
2025-02-24 02:00:00,-0.603,1.36,4.92,169.0
2025-02-24 03:00:00,-0.176,0.64,7.61,194.0
2025-02-24 04:00:00,0.316,0.56,6.56,179.0
2025-02-24 05:00:00,-0.354,2.12,6.75,165.0
2025-02-24 06:00:00,-0.276,1.07,5.55,144.0
2025-02-24 07:00:00,-0.426,1.04,6.29,196.0
2025-02-24 08:00:00,0.023,1.38,4.6,160.0
2025-02-24 09:00:00,0.171,1.5,6.48,194.0
2025-02-24 10:00:00,0.165,1.55,5.43,103.0
2025-02-24 11:00:00,-0.442,1.99,4.45,193.0
2025-02-24 12:00:00,-0.005,1.88,5.65,210.0
2025-02-24 13:00:00,0.228,0.96,5.33,205.0
2025-02-24 14:00:00,-0.003,1.67,8.47,172.0
2025-02-24 15:00:00,-0.011,1.13,6.2,217.0
2025-02-24 16:00:00,-0.248,1.23,7.57,129.0
2025-02-24 17:00:00,-0.075,0.84,7.04,176.0
2025-02-24 18:00:00,0.179,0.6,5.72,172.0
2025-02-24 19:00:00,-0.048,1.27,5.15,221.0
2025-02-24 20:00:00,-0.442,0.9,3.59,99.0
2025-02-24 21:00:00,-0.244,1.65,4.63,138.0
2025-02-24 22:00:00,0.172,1.17,6.47,250.0
2025-02-24 23:00:00,-0.049,1.41,5.32,83.0
2025-02-25 00:00:00,0.03,1.83,6.1,213.0
2025-02-25 01:00:00,-0.139,0.68,3.22,152.0
2025-02-25 02:00:00,0.297,0.99,6.2,190.0
2025-02-25 03:00:00,0.416,1.35,6.97,237.0
2025-02-25 04:00:00,0.316,1.4,3.52,192.0
2025-02-25 05:00:00,0.361,1.72,6.1,237.0
2025-02-25 06:00:00,-0.09,1.63,7.26,160.0
2025-02-25 07:00:00,-0.125,1.32,7.67,166.0
2025-02-25 08:00:00,-0.039,1.4,5.05,211.0
2025-02-25 09:00:00,0.01,1.41,6.59,162.0
2025-02-25 10:00:00,0.358,0.69,7.37,204.0
2025-02-25 11:00:00,0.291,1.22,6.13,227.0
2025-02-25 12:00:00,0.135,1.38,7.19,215.0
2025-02-25 13:00:00,-0.358,1.46,5.61,117.0
2025-02-25 14:00:00,-0.422,0.91,6.13,166.0
2025-02-25 15:00:00,0.06,0.77,4.91,191.0
2025-02-25 16:00:00,0.22,1.18,5.46,170.0
2025-02-25 17:00:00,-0.02,2.07,6.17,183.0
2025-02-25 18:00:00,0.479,0.95,4.82,192.0
2025-02-25 19:00:00,-0.271,1.75,5.38,159.0
2025-02-25 20:00:00,-0.302,1.91,6.57,172.0
2025-02-25 21:00:00,-0.166,1.3,8.12,133.0
2025-02-25 22:00:00,-0.176,1.01,3.19,161.0
2025-02-25 23:00:00,0.132,1.48,8.02,119.0
2025-02-26 00:00:00,0.025,1.35,5.32,185.0
2025-02-26 01:00:00,-0.257,0.93,6.79,172.0
2025-02-26 02:00:00,0.353,1.01,7.02,143.0
2025-02-26 03:00:00,-0.31,1.46,7.51,251.0
2025-02-26 04:00:00,-0.138,1.65,4.75,170.0
2025-02-26 05:00:00,-0.276,1.14,5.36,191.0
2025-02-26 06:00:00,0.182,1.25,5.56,154.0
2025-02-26 07:00:00,0.177,1.54,5.2,163.0
2025-02-26 08:00:00,0.609,1.21,7.21,193.0
2025-02-26 09:00:00,0.359,1.15,5.54,167.0
2025-02-26 10:00:00,0.491,0.97,3.69,180.0
2025-02-26 11:00:00,0.202,0.96,4.87,212.0
2025-02-26 12:00:00,-0.114,2.34,3.73,159.0
2025-02-26 13:00:00,0.162,1.2,5.35,127.0
2025-02-26 14:00:00,0.278,1.82,6.44,119.0
2025-02-26 15:00:00,0.306,1.95,4.84,238.0
2025-02-26 16:00:00,0.012,1.2,5.14,217.0
2025-02-26 17:00:00,0.252,1.42,5.3,206.0
2025-02-26 18:00:00,-0.103,1.32,5.8,163.0
2025-02-26 19:00:00,-0.131,0.63,6.25,127.0
2025-02-26 20:00:00,-0.149,0.65,6.6,169.0
2025-02-26 21:00:00,0.136,1.29,8.34,176.0
2025-02-26 22:00:00,-0.164,1.1,5.78,135.0
2025-02-26 23:00:00,0.024,2.03,6.51,121.0
2025-02-27 00:00:00,0.46,1.18,3.7,111.0
2025-02-27 01:00:00,-0.023,2.05,5.15,206.0
2025-02-27 02:00:00,0.108,1.08,5.28,132.0
2025-02-27 03:00:00,0.252,2.03,4.39,192.0
2025-02-27 04:00:00,0.296,1.47,4.96,164.0
2025-02-27 05:00:00,0.11,1.49,5.48,204.0
2025-02-27 06:00:00,0.431,1.06,5.0,193.0
2025-02-27 07:00:00,0.382,1.5,8.73,171.0
2025-02-27 08:00:00,0.52,1.95,6.22,185.0
2025-02-27 09:00:00,0.214,1.21,8.01,176.0
2025-02-27 10:00:00,0.106,1.13,7.4,155.0
2025-02-27 11:00:00,0.064,1.17,4.84,219.0
2025-02-27 12:00:00,0.311,1.92,5.65,163.0
2025-02-27 13:00:00,0.14,1.61,5.08,177.0
2025-02-27 14:00:00,0.092,1.85,5.41,123.0
2025-02-27 15:00:00,0.122,1.4,4.43,191.0
2025-02-27 16:00:00,0.064,1.29,5.08,156.0
2025-02-27 17:00:00,0.284,1.44,6.04,161.0
2025-02-27 18:00:00,-0.119,1.7,6.01,146.0
2025-02-27 19:00:00,0.31,1.17,5.91,175.0
2025-02-27 20:00:00,0.404,1.82,5.53,100.0
2025-02-27 21:00:00,0.089,1.42,6.64,207.0
2025-02-27 22:00:00,0.715,0.31,5.3,178.0
2025-02-27 23:00:00,0.239,1.62,7.28,161.0
2025-02-28 00:00:00,-0.098,0.76,3.37,118.0
2025-02-28 01:00:00,0.222,1.61,6.37,197.0
2025-02-28 02:00:00,0.308,1.63,6.17,155.0
2025-02-28 03:00:00,0.405,1.4,4.78,232.0
2025-02-28 04:00:00,0.228,1.48,5.16,199.0
2025-02-28 05:00:00,0.04,1.7,6.14,241.0
2025-02-28 06:00:00,0.019,1.07,6.68,185.0
2025-02-28 07:00:00,0.129,1.58,3.49,223.0
2025-02-28 08:00:00,0.153,1.73,6.34,199.0
2025-02-28 09:00:00,0.009,1.97,5.04,162.0
2025-02-28 10:00:00,0.109,0.82,6.94,187.0
2025-02-28 11:00:00,0.457,1.43,3.38,147.0
2025-02-28 12:00:00,0.705,0.88,8.52,263.0
2025-02-28 13:00:00,0.481,0.86,4.52,176.0
2025-02-28 14:00:00,0.619,1.41,7.3,181.0
2025-02-28 15:00:00,0.536,1.3,5.5,196.0
2025-02-28 16:00:00,0.501,1.72,4.6,137.0
2025-02-28 17:00:00,0.208,1.13,5.9,233.0
2025-02-28 18:00:00,0.328,1.21,6.82,139.0
2025-02-28 19:00:00,0.187,1.35,3.72,130.0
2025-02-28 20:00:00,0.238,0.92,6.43,173.0
2025-02-28 21:00:00,0.31,0.98,5.57,129.0
2025-02-28 22:00:00,0.471,1.71,6.28,242.0
2025-02-28 23:00:00,0.398,1.05,5.6,171.0
2025-03-01 00:00:00,0.252,1.73,4.88,51.0
2025-03-01 01:00:00,0.306,1.5,4.23,188.0
2025-03-01 02:00:00,0.401,0.64,6.37,202.0
2025-03-01 03:00:00,0.459,1.47,6.37,163.0
2025-03-01 04:00:00,-0.087,1.47,6.36,126.0
2025-03-01 05:00:00,0.023,1.43,6.08,176.0
2025-03-01 06:00:00,0.569,1.2,6.7,161.0
2025-03-01 07:00:00,0.277,0.88,7.25,141.0
2025-03-01 08:00:00,0.186,1.8,3.32,137.0
2025-03-01 09:00:00,0.227,1.22,2.76,186.0
2025-03-01 10:00:00,0.227,0.91,7.63,216.0
2025-03-01 11:00:00,0.432,1.44,3.96,198.0
2025-03-01 12:00:00,0.015,0.96,4.26,111.0
2025-03-01 13:00:00,0.299,0.88,5.22,205.0
2025-03-01 14:00:00,0.354,1.11,3.58,211.0
2025-03-01 15:00:00,0.392,0.99,5.11,236.0
2025-03-01 16:00:00,0.348,0.89,4.43,142.0
2025-03-01 17:00:00,0.421,1.58,5.29,178.0
2025-03-01 18:00:00,0.149,1.21,5.9,203.0
2025-03-01 19:00:00,0.057,1.76,5.15,159.0
2025-03-01 20:00:00,0.907,0.92,5.09,202.0
2025-03-01 21:00:00,0.217,0.57,5.88,179.0
2025-03-01 22:00:00,0.246,1.32,6.82,146.0
2025-03-01 23:00:00,0.462,2.0,7.49,150.0
2025-03-02 00:00:00,0.634,1.47,5.29,230.0
2025-03-02 01:00:00,0.098,2.54,7.74,140.0
2025-03-02 02:00:00,-0.015,1.39,6.6,133.0
2025-03-02 03:00:00,-0.076,1.35,4.07,194.0
2025-03-02 04:00:00,0.633,0.39,4.04,179.0
2025-03-02 05:00:00,-0.025,1.43,4.86,128.0
2025-03-02 06:00:00,0.228,1.32,7.28,159.0
2025-03-02 07:00:00,-0.01,1.09,4.95,147.0
2025-03-02 08:00:00,-0.128,1.2,3.28,154.0
2025-03-02 09:00:00,0.161,1.23,5.28,281.0
2025-03-02 10:00:00,0.0,1.18,3.17,168.0
2025-03-02 11:00:00,0.062,2.09,4.28,145.0
2025-03-02 12:00:00,0.736,1.11,4.85,261.0
2025-03-02 13:00:00,0.341,1.32,5.73,216.0
2025-03-02 14:00:00,0.467,1.09,6.78,209.0
2025-03-02 15:00:00,0.441,1.57,6.38,147.0
2025-03-02 16:00:00,0.209,1.33,4.14,228.0
2025-03-02 17:00:00,0.125,1.14,5.1,213.0
2025-03-02 18:00:00,0.297,0.48,5.64,186.0
2025-03-02 19:00:00,0.277,1.35,5.24,111.0
2025-03-02 20:00:00,0.092,1.13,5.23,179.0
2025-03-02 21:00:00,0.267,1.23,3.48,249.0
2025-03-02 22:00:00,0.058,0.78,4.17,189.0
2025-03-02 23:00:00,0.192,1.83,5.07,165.0
2025-03-03 00:00:00,0.046,1.59,1.82,171.0
2025-03-03 01:00:00,-0.187,1.82,6.31,174.0
2025-03-03 02:00:00,-0.458,1.71,3.89,148.0
2025-03-03 03:00:00,-0.105,1.49,6.36,178.0
2025-03-03 04:00:00,0.581,0.79,6.26,238.0
2025-03-03 05:00:00,0.053,1.99,4.88,233.0
2025-03-03 06:00:00,0.324,0.88,6.74,150.0
2025-03-03 07:00:00,-0.401,1.14,6.43,231.0
2025-03-03 08:00:00,-0.122,1.53,5.17,210.0
2025-03-03 09:00:00,-0.208,1.55,5.03,205.0
2025-03-03 10:00:00,0.08,1.48,6.85,197.0
2025-03-03 11:00:00,0.736,1.09,5.81,143.0
2025-03-03 12:00:00,0.245,1.01,6.79,164.0
2025-03-03 13:00:00,0.554,2.26,2.67,213.0
2025-03-03 14:00:00,0.067,1.23,5.65,132.0
2025-03-03 15:00:00,0.471,1.18,3.64,138.0
2025-03-03 16:00:00,0.648,0.96,5.51,192.0
2025-03-03 17:00:00,0.103,1.35,6.39,148.0
2025-03-03 18:00:00,-0.005,1.33,7.62,213.0
2025-03-03 19:00:00,-0.199,1.24,4.41,150.0
2025-03-03 20:00:00,0.053,1.4,4.91,190.0
2025-03-03 21:00:00,0.151,1.95,5.42,193.0
2025-03-03 22:00:00,0.638,1.01,4.37,161.0
2025-03-03 23:00:00,-0.194,1.27,6.71,170.0
2025-03-04 00:00:00,0.015,0.98,5.44,153.0
2025-03-04 01:00:00,-0.454,1.36,5.67,179.0
2025-03-04 02:00:00,-0.107,1.02,6.27,142.0
2025-03-04 03:00:00,0.078,1.03,5.44,171.0
2025-03-04 04:00:00,0.128,0.66,4.54,210.0
2025-03-04 05:00:00,0.147,1.28,5.45,135.0
2025-03-04 06:00:00,0.099,1.41,4.5,161.0
2025-03-04 07:00:00,0.145,1.99,5.65,201.0
2025-03-04 08:00:00,0.011,1.43,6.72,97.0
2025-03-04 09:00:00,-0.262,1.06,4.11,254.0
2025-03-04 10:00:00,-0.463,0.7,3.69,222.0
2025-03-04 11:00:00,-0.137,0.75,5.58,118.0
2025-03-04 12:00:00,-0.034,0.72,4.6,96.0
2025-03-04 13:00:00,0.313,1.99,5.56,181.0
2025-03-04 14:00:00,-0.025,1.36,5.91,135.0
2025-03-04 15:00:00,-0.049,1.01,2.95,218.0
2025-03-04 16:00:00,0.096,0.86,6.35,196.0
2025-03-04 17:00:00,-0.068,0.9,4.12,185.0
2025-03-04 18:00:00,0.203,1.0,5.5,157.0
2025-03-04 19:00:00,0.495,1.77,4.73,244.0
2025-03-04 20:00:00,0.548,1.23,4.86,210.0
2025-03-04 21:00:00,0.024,0.66,7.56,204.0
2025-03-04 22:00:00,0.084,2.17,5.91,228.0
2025-03-04 23:00:00,0.395,0.79,6.61,139.0
2025-03-05 00:00:00,-0.168,1.0,5.7,231.0
2025-03-05 01:00:00,0.04,1.76,6.26,169.0
2025-03-05 02:00:00,-0.414,1.4,6.02,193.0
2025-03-05 03:00:00,-0.208,1.05,5.82,174.0
2025-03-05 04:00:00,0.159,0.74,6.84,105.0
2025-03-05 05:00:00,-0.31,0.85,5.7,218.0
2025-03-05 06:00:00,-0.162,0.87,8.26,107.0
2025-03-05 07:00:00,-0.524,1.24,6.67,141.0
2025-03-05 08:00:00,0.371,1.31,4.15,162.0
2025-03-05 09:00:00,0.186,1.18,5.3,102.0
2025-03-05 10:00:00,-0.083,1.22,5.99,136.0
2025-03-05 11:00:00,-0.003,0.82,5.57,190.0
2025-03-05 12:00:00,-0.031,1.35,6.34,166.0
2025-03-05 13:00:00,0.216,1.75,6.47,169.0
2025-03-05 14:00:00,-0.26,1.17,3.88,143.0
2025-03-05 15:00:00,0.053,1.16,7.05,182.0
2025-03-05 16:00:00,0.139,1.27,4.92,167.0
2025-03-05 17:00:00,0.174,1.68,4.8,114.0
2025-03-05 18:00:00,-0.695,0.88,4.8,172.0
2025-03-05 19:00:00,-0.28,1.82,6.49,130.0
2025-03-05 20:00:00,-0.385,1.4,5.19,216.0
2025-03-05 21:00:00,-0.093,1.25,4.72,164.0
2025-03-05 22:00:00,-0.634,1.72,5.01,281.0
2025-03-05 23:00:00,-0.642,0.76,3.36,219.0
2025-03-06 00:00:00,0.308,1.44,4.5,175.0
2025-03-06 01:00:00,-0.08,1.4,4.02,203.0
2025-03-06 02:00:00,-0.204,0.86,5.18,96.0
2025-03-06 03:00:00,-0.144,1.41,6.3,218.0
2025-03-06 04:00:00,-0.198,1.34,6.17,147.0
2025-03-06 05:00:00,0.015,1.16,7.02,184.0
2025-03-06 06:00:00,-0.393,1.57,6.75,151.0
2025-03-06 07:00:00,-0.188,1.0,4.87,155.0
2025-03-06 08:00:00,-0.178,1.34,5.53,173.0
2025-03-06 09:00:00,-0.496,1.18,5.47,183.0
2025-03-06 10:00:00,0.085,0.98,2.93,179.0
2025-03-06 11:00:00,-0.346,1.43,4.05,180.0
2025-03-06 12:00:00,0.02,1.15,5.31,115.0
2025-03-06 13:00:00,-0.206,0.64,5.3,273.0
2025-03-06 14:00:00,0.174,0.51,6.12,189.0
2025-03-06 15:00:00,-0.495,1.55,6.06,198.0
2025-03-06 16:00:00,-0.506,0.74,3.38,166.0
2025-03-06 17:00:00,-0.461,1.34,6.13,145.0
2025-03-06 18:00:00,-0.201,1.25,5.72,186.0
2025-03-06 19:00:00,0.151,1.08,6.26,192.0
2025-03-06 20:00:00,0.164,2.01,6.79,232.0
2025-03-06 21:00:00,-0.812,1.3,5.34,263.0
2025-03-06 22:00:00,-0.172,1.53,7.0,239.0
2025-03-06 23:00:00,-1.038,1.34,4.44,109.0
