timestamp,ais_density_ships_per_km2,distance_to_nearest_outfall_km,dumping_hotspot_flag
2025-01-26 04:00:00,1.555,3.12,0
2025-01-26 05:00:00,0.051,3.76,0
2025-01-26 06:00:00,2.114,1.05,1
2025-01-26 07:00:00,0.966,0.45,0
2025-01-26 08:00:00,0.874,7.66,0
2025-01-26 09:00:00,0.771,4.0,0
2025-01-26 10:00:00,1.506,1.67,0
2025-01-26 11:00:00,1.68,0.36,0
2025-01-26 12:00:00,0.92,6.1,0
2025-01-26 13:00:00,1.364,1.8,0
2025-01-26 14:00:00,2.858,1.8,0
2025-01-26 15:00:00,0.798,2.21,0
2025-01-26 16:00:00,0.963,3.75,0
2025-01-26 17:00:00,2.052,4.65,0
2025-01-26 18:00:00,0.255,2.96,0
2025-01-26 19:00:00,1.347,1.61,0
2025-01-26 20:00:00,0.249,7.64,0
2025-01-26 21:00:00,0.248,2.62,0
2025-01-26 22:00:00,0.324,3.52,0
2025-01-26 23:00:00,0.449,0.8,0
2025-01-27 00:00:00,0.301,4.54,0
2025-01-27 01:00:00,0.88,5.46,0
2025-01-27 02:00:00,1.36,1.95,0
2025-01-27 03:00:00,1.616,0.19,0
2025-01-27 04:00:00,0.388,2.81,0
2025-01-27 05:00:00,1.091,6.91,0
2025-01-27 06:00:00,1.925,2.35,0
2025-01-27 07:00:00,1.273,8.06,0
2025-01-27 08:00:00,1.625,2.49,0
2025-01-27 09:00:00,1.476,0.22,0
2025-01-27 10:00:00,1.475,2.58,0
2025-01-27 11:00:00,0.758,0.13,0
2025-01-27 12:00:00,0.004,2.21,0
2025-01-27 13:00:00,0.991,4.19,0
2025-01-27 14:00:00,0.74,2.66,0
2025-01-27 15:00:00,1.033,5.48,0
2025-01-27 16:00:00,1.777,2.54,0
2025-01-27 17:00:00,2.061,0.81,0
2025-01-27 18:00:00,1.29,3.77,0
2025-01-27 19:00:00,0.49,3.23,0
2025-01-27 20:00:00,0.966,3.46,0
2025-01-27 21:00:00,0.491,1.21,0
2025-01-27 22:00:00,0.85,3.98,0
2025-01-27 23:00:00,0.613,6.0,0
2025-01-28 00:00:00,1.161,1.13,0
2025-01-28 01:00:00,0.461,0.06,0
2025-01-28 02:00:00,1.673,0.72,0
2025-01-28 03:00:00,0.211,3.45,0
2025-01-28 04:00:00,0.922,0.61,0
2025-01-28 05:00:00,0.156,4.09,0
2025-01-28 06:00:00,1.829,4.14,0
2025-01-28 07:00:00,1.228,4.16,0
2025-01-28 08:00:00,1.323,8.16,0
2025-01-28 09:00:00,0.662,0.14,0
2025-01-28 10:00:00,1.852,0.43,1
2025-01-28 11:00:00,1.586,5.8,0
2025-01-28 12:00:00,0.873,4.46,0
2025-01-28 13:00:00,1.19,5.57,0
2025-01-28 14:00:00,0.666,0.17,0
2025-01-28 15:00:00,0.619,1.05,0
2025-01-28 16:00:00,0.831,5.26,0
2025-01-28 17:00:00,1.036,3.2,1
2025-01-28 18:00:00,1.201,5.87,0
2025-01-28 19:00:00,1.173,2.75,0
2025-01-28 20:00:00,0.681,3.12,0
2025-01-28 21:00:00,1.104,7.62,0
2025-01-28 22:00:00,1.236,1.63,0
2025-01-28 23:00:00,1.165,4.83,0
2025-01-29 00:00:00,1.082,0.68,0
2025-01-29 01:00:00,0.201,1.94,0
2025-01-29 02:00:00,0.401,4.83,0
2025-01-29 03:00:00,0.205,0.95,0
2025-01-29 04:00:00,0.091,5.08,0
2025-01-29 05:00:00,1.258,3.1,1
2025-01-29 06:00:00,2.217,1.74,0
2025-01-29 07:00:00,1.205,3.31,0
2025-01-29 08:00:00,1.483,2.45,0
2025-01-29 09:00:00,0.984,2.22,0
2025-01-29 10:00:00,1.902,2.61,0
2025-01-29 11:00:00,1.368,0.99,0
2025-01-29 12:00:00,0.887,0.33,0
2025-01-29 13:00:00,1.537,0.33,0
2025-01-29 14:00:00,1.091,4.41,0
2025-01-29 15:00:00,1.317,4.28,0
2025-01-29 16:00:00,1.616,2.07,0
2025-01-29 17:00:00,3.456,3.27,0
2025-01-29 18:00:00,2.272,5.99,1
2025-01-29 19:00:00,1.29,2.37,0
2025-01-29 20:00:00,0.636,3.02,0
2025-01-29 21:00:00,0.101,6.99,0
2025-01-29 22:00:00,1.314,4.2,0
2025-01-29 23:00:00,1.248,5.13,0
2025-01-30 00:00:00,0.549,4.78,0
2025-01-30 01:00:00,0.765,4.41,0
2025-01-30 02:00:00,0.883,2.19,0
2025-01-30 03:00:00,1.038,1.75,0
2025-01-30 04:00:00,1.462,4.71,0
2025-01-30 05:00:00,0.279,4.44,0
2025-01-30 06:00:00,1.604,3.92,0
2025-01-30 07:00:00,1.331,4.03,0
2025-01-30 08:00:00,0.894,2.11,0
2025-01-30 09:00:00,1.684,1.38,0
2025-01-30 10:00:00,1.133,2.18,0
2025-01-30 11:00:00,1.152,3.05,0
2025-01-30 12:00:00,1.388,2.43,0
2025-01-30 13:00:00,0.925,6.32,0
2025-01-30 14:00:00,1.593,6.16,0
2025-01-30 15:00:00,0.962,5.03,1
2025-01-30 16:00:00,2.214,5.7,0
2025-01-30 17:00:00,1.337,1.17,0
2025-01-30 18:00:00,0.798,4.79,0
2025-01-30 19:00:00,1.385,3.44,0
2025-01-30 20:00:00,1.794,2.67,0
2025-01-30 21:00:00,0.17,2.99,0
2025-01-30 22:00:00,1.307,3.01,0
2025-01-30 23:00:00,0.936,2.82,0
2025-01-31 00:00:00,0.788,2.39,0
2025-01-31 01:00:00,0.525,1.09,0
2025-01-31 02:00:00,0.939,0.67,0
2025-01-31 03:00:00,0.447,4.22,0
2025-01-31 04:00:00,0.004,1.56,0
2025-01-31 05:00:00,0.515,7.0,0
2025-01-31 06:00:00,1.036,2.38,1
2025-01-31 07:00:00,1.568,0.26,0
2025-01-31 08:00:00,1.069,4.44,0
2025-01-31 09:00:00,0.513,3.26,0
2025-01-31 10:00:00,0.803,1.79,0
2025-01-31 11:00:00,1.212,2.47,0
2025-01-31 12:00:00,1.587,3.34,0
2025-01-31 13:00:00,1.688,5.45,0
2025-01-31 14:00:00,0.383,1.26,0
2025-01-31 15:00:00,1.231,4.07,0
2025-01-31 16:00:00,1.664,6.46,0
2025-01-31 17:00:00,0.676,2.03,0
2025-01-31 18:00:00,2.28,4.85,0
2025-01-31 19:00:00,0.903,4.71,0
2025-01-31 20:00:00,1.812,6.89,0
2025-01-31 21:00:00,1.076,3.92,0
2025-01-31 22:00:00,0.525,4.77,0
2025-01-31 23:00:00,0.806,5.42,0
2025-02-01 00:00:00,1.346,4.61,0
2025-02-01 01:00:00,0.585,1.89,0
2025-02-01 02:00:00,0.871,2.19,0
2025-02-01 03:00:00,0.198,3.98,0
2025-02-01 04:00:00,0.944,5.06,0
2025-02-01 05:00:00,0.638,4.11,0
2025-02-01 06:00:00,1.514,1.63,0
2025-02-01 07:00:00,0.693,3.06,0
2025-02-01 08:00:00,1.392,1.0,0
2025-02-01 09:00:00,0.99,4.56,0
2025-02-01 10:00:00,0.383,7.06,0
2025-02-01 11:00:00,1.253,4.45,0
2025-02-01 12:00:00,1.957,0.02,0
2025-02-01 13:00:00,0.542,3.69,0
2025-02-01 14:00:00,0.813,3.47,0
2025-02-01 15:00:00,1.995,2.55,0
2025-02-01 16:00:00,1.534,0.18,0
2025-02-01 17:00:00,1.003,4.36,0
2025-02-01 18:00:00,1.377,5.21,0
2025-02-01 19:00:00,0.825,1.91,0
2025-02-01 20:00:00,2.683,1.89,0
2025-02-01 21:00:00,1.155,2.93,0
2025-02-01 22:00:00,1.484,6.64,0
2025-02-01 23:00:00,0.837,2.99,0
2025-02-02 00:00:00,0.29,2.12,0
2025-02-02 01:00:00,1.001,2.78,0
2025-02-02 02:00:00,1.302,4.54,0
2025-02-02 03:00:00,1.319,0.14,0
2025-02-02 04:00:00,0.125,3.08,0
2025-02-02 05:00:00,0.885,2.87,0
2025-02-02 06:00:00,0.241,3.31,0
2025-02-02 07:00:00,0.848,2.25,0
2025-02-02 08:00:00,1.551,1.1,0
2025-02-02 09:00:00,1.999,5.18,0
2025-02-02 10:00:00,1.333,0.19,0
2025-02-02 11:00:00,0.511,6.32,0
2025-02-02 12:00:00,1.56,4.13,0
2025-02-02 13:00:00,0.689,4.73,0
2025-02-02 14:00:00,1.025,3.61,0
2025-02-02 15:00:00,1.254,5.62,0
2025-02-02 16:00:00,0.798,4.47,0
2025-02-02 17:00:00,1.582,5.85,0
2025-02-02 18:00:00,1.651,5.02,0
2025-02-02 19:00:00,1.817,5.51,0
2025-02-02 20:00:00,2.055,2.21,0
2025-02-02 21:00:00,0.743,2.81,0
2025-02-02 22:00:00,0.309,3.53,0
2025-02-02 23:00:00,0.348,3.51,0
2025-02-03 00:00:00,1.494,4.54,0
2025-02-03 01:00:00,1.446,2.15,0
2025-02-03 02:00:00,1.335,3.49,0
2025-02-03 03:00:00,0.566,4.63,0
2025-02-03 04:00:00,1.475,0.05,0
2025-02-03 05:00:00,0.732,5.4,0
2025-02-03 06:00:00,1.406,7.18,0
2025-02-03 07:00:00,1.696,1.85,0
2025-02-03 08:00:00,1.957,6.16,1
2025-02-03 09:00:00,1.525,3.91,0
2025-02-03 10:00:00,2.025,1.91,0
2025-02-03 11:00:00,1.208,4.99,0
2025-02-03 12:00:00,1.078,6.99,0
2025-02-03 13:00:00,1.008,2.77,0
2025-02-03 14:00:00,0.51,1.58,0
2025-02-03 15:00:00,0.479,0.52,0
2025-02-03 16:00:00,1.825,3.24,0
2025-02-03 17:00:00,1.06,3.79,0
2025-02-03 18:00:00,1.646,6.77,0
2025-02-03 19:00:00,1.559,6.85,0
2025-02-03 20:00:00,1.295,2.31,0
2025-02-03 21:00:00,1.178,4.95,0
2025-02-03 22:00:00,1.229,1.43,0
2025-02-03 23:00:00,0.419,3.63,0
2025-02-04 00:00:00,1.413,3.27,0
2025-02-04 01:00:00,1.146,1.92,0
2025-02-04 02:00:00,0.45,3.28,0
2025-02-04 03:00:00,0.54,5.02,0
2025-02-04 04:00:00,0.303,5.47,0
2025-02-04 05:00:00,1.051,3.24,0
2025-02-04 06:00:00,1.094,3.34,0
2025-02-04 07:00:00,0.296,0.19,0
2025-02-04 08:00:00,0.867,3.99,0
2025-02-04 09:00:00,0.971,3.02,0
2025-02-04 10:00:00,1.263,3.34,0
2025-02-04 11:00:00,0.276,2.63,0
2025-02-04 12:00:00,1.27,1.79,0
2025-02-04 13:00:00,2.1,1.93,0
2025-02-04 14:00:00,1.312,2.28,0
2025-02-04 15:00:00,1.554,1.11,0
2025-02-04 16:00:00,2.138,4.02,0
2025-02-04 17:00:00,1.143,4.51,0
2025-02-04 18:00:00,1.124,3.25,0
2025-02-04 19:00:00,1.407,3.82,0
2025-02-04 20:00:00,0.669,3.09,0
2025-02-04 21:00:00,0.522,5.56,0
2025-02-04 22:00:00,0.016,3.6,0
2025-02-04 23:00:00,1.715,4.0,0
2025-02-05 00:00:00,1.132,4.95,0
2025-02-05 01:00:00,0.421,3.46,0
2025-02-05 02:00:00,1.21,6.01,0
2025-02-05 03:00:00,0.477,2.3,0
2025-02-05 04:00:00,0.827,6.61,0
2025-02-05 05:00:00,0.825,3.15,0
2025-02-05 06:00:00,0.932,2.33,0
2025-02-05 07:00:00,0.712,0.68,0
2025-02-05 08:00:00,1.925,5.07,0
2025-02-05 09:00:00,1.251,2.84,0
2025-02-05 10:00:00,2.209,3.76,0
2025-02-05 11:00:00,0.575,3.97,0
2025-02-05 12:00:00,0.916,2.62,0
2025-02-05 13:00:00,1.173,5.43,0
2025-02-05 14:00:00,1.862,4.32,0
2025-02-05 15:00:00,0.726,1.97,0
2025-02-05 16:00:00,1.543,1.08,0
2025-02-05 17:00:00,1.406,4.91,0
2025-02-05 18:00:00,2.057,3.07,0
2025-02-05 19:00:00,1.499,4.76,1
2025-02-05 20:00:00,0.122,3.05,0
2025-02-05 21:00:00,0.394,3.88,0
2025-02-05 22:00:00,0.415,4.95,0
2025-02-05 23:00:00,0.619,0.8,0
2025-02-06 00:00:00,1.33,6.53,0
2025-02-06 01:00:00,0.694,4.18,0
2025-02-06 02:00:00,0.814,0.18,0
2025-02-06 03:00:00,0.71,5.93,0
2025-02-06 04:00:00,1.016,5.28,0
2025-02-06 05:00:00,0.511,3.16,0
2025-02-06 06:00:00,1.098,6.01,0
2025-02-06 07:00:00,1.09,2.35,0
2025-02-06 08:00:00,1.157,3.27,0
2025-02-06 09:00:00,0.861,7.72,0
2025-02-06 10:00:00,0.399,4.44,0
2025-02-06 11:00:00,1.76,5.45,0
2025-02-06 12:00:00,1.13,4.97,0
2025-02-06 13:00:00,1.877,1.01,0
2025-02-06 14:00:00,1.488,4.04,0
2025-02-06 15:00:00,1.509,3.87,0
2025-02-06 16:00:00,1.878,5.63,0
2025-02-06 17:00:00,2.759,6.2,0
2025-02-06 18:00:00,1.982,5.82,0
2025-02-06 19:00:00,1.732,2.65,0
2025-02-06 20:00:00,1.375,0.91,0
2025-02-06 21:00:00,1.304,4.4,0
2025-02-06 22:00:00,0.501,3.34,0
2025-02-06 23:00:00,1.034,1.61,0
2025-02-07 00:00:00,1.311,2.25,0
2025-02-07 01:00:00,1.181,3.39,0
2025-02-07 02:00:00,0.77,3.96,0
2025-02-07 03:00:00,0.982,2.5,0
2025-02-07 04:00:00,0.668,3.47,0
2025-02-07 05:00:00,0.493,3.37,0
2025-02-07 06:00:00,2.07,3.99,0
2025-02-07 07:00:00,0.939,1.74,0
2025-02-07 08:00:00,0.934,2.24,0
2025-02-07 09:00:00,0.948,5.93,0
2025-02-07 10:00:00,0.782,3.03,0
2025-02-07 11:00:00,0.765,4.36,0
2025-02-07 12:00:00,0.165,1.31,0
2025-02-07 13:00:00,0.269,5.64,0
2025-02-07 14:00:00,1.084,5.57,0
2025-02-07 15:00:00,1.474,4.04,0
2025-02-07 16:00:00,0.194,2.39,0
2025-02-07 17:00:00,1.309,0.91,0
2025-02-07 18:00:00,1.97,7.59,0
2025-02-07 19:00:00,0.917,2.77,0
2025-02-07 20:00:00,0.606,0.92,0
2025-02-07 21:00:00,0.776,2.43,0
2025-02-07 22:00:00,1.008,4.22,0
2025-02-07 23:00:00,0.576,1.25,0
2025-02-08 00:00:00,1.181,2.44,0
2025-02-08 01:00:00,0.988,0.91,0
2025-02-08 02:00:00,1.492,6.1,0
2025-02-08 03:00:00,0.127,3.35,0
2025-02-08 04:00:00,0.235,0.89,0
2025-02-08 05:00:00,0.633,1.88,0
2025-02-08 06:00:00,0.397,2.34,0
2025-02-08 07:00:00,2.144,3.54,0
2025-02-08 08:00:00,1.34,1.86,0
2025-02-08 09:00:00,1.002,2.84,0
2025-02-08 10:00:00,2.132,2.35,0
2025-02-08 11:00:00,1.376,0.91,0
2025-02-08 12:00:00,1.075,1.85,0
2025-02-08 13:00:00,0.731,2.11,0
2025-02-08 14:00:00,1.533,1.31,0
2025-02-08 15:00:00,1.513,0.9,0
2025-02-08 16:00:00,1.609,2.43,0
2025-02-08 17:00:00,1.684,5.06,0
2025-02-08 18:00:00,2.07,3.23,0
2025-02-08 19:00:00,0.703,2.23,0
2025-02-08 20:00:00,2.542,5.32,0
2025-02-08 21:00:00,1.52,2.25,0
2025-02-08 22:00:00,1.487,6.09,0
2025-02-08 23:00:00,0.718,4.95,0
2025-02-09 00:00:00,0.514,2.95,0
2025-02-09 01:00:00,0.842,3.15,0
2025-02-09 02:00:00,0.913,1.45,0
2025-02-09 03:00:00,1.143,4.67,0
2025-02-09 04:00:00,0.734,6.41,0
2025-02-09 05:00:00,1.169,2.19,0
2025-02-09 06:00:00,0.992,2.41,0
2025-02-09 07:00:00,1.229,7.05,0
2025-02-09 08:00:00,1.634,3.66,0
2025-02-09 09:00:00,1.273,0.76,0
2025-02-09 10:00:00,0.794,1.05,0
2025-02-09 11:00:00,0.659,6.57,0
2025-02-09 12:00:00,1.839,4.35,0
2025-02-09 13:00:00,1.498,1.61,0
2025-02-09 14:00:00,2.032,4.11,0
2025-02-09 15:00:00,1.887,2.0,0
2025-02-09 16:00:00,1.031,0.04,0
2025-02-09 17:00:00,1.804,2.88,0
2025-02-09 18:00:00,1.411,3.48,0
2025-02-09 19:00:00,1.132,0.68,0
2025-02-09 20:00:00,2.79,1.24,0
2025-02-09 21:00:00,1.738,1.7,0
2025-02-09 22:00:00,1.06,3.13,0
2025-02-09 23:00:00,0.46,3.73,0
2025-02-10 00:00:00,0.609,0.9,0
2025-02-10 01:00:00,0.583,2.45,0
2025-02-10 02:00:00,1.126,2.65,0
2025-02-10 03:00:00,0.954,0.37,0
2025-02-10 04:00:00,0.675,3.9,0
2025-02-10 05:00:00,1.627,4.57,0
2025-02-10 06:00:00,0.942,4.06,0
2025-02-10 07:00:00,2.318,1.12,0
2025-02-10 08:00:00,1.902,4.58,0
2025-02-10 09:00:00,1.586,3.32,0
2025-02-10 10:00:00,0.733,5.27,1
2025-02-10 11:00:00,2.163,4.36,0
2025-02-10 12:00:00,2.384,4.06,0
2025-02-10 13:00:00,1.342,2.99,0
2025-02-10 14:00:00,1.949,5.22,0
2025-02-10 15:00:00,1.259,1.44,0
2025-02-10 16:00:00,2.103,1.23,0
2025-02-10 17:00:00,0.631,8.44,0
2025-02-10 18:00:00,1.794,0.0,0
2025-02-10 19:00:00,0.311,1.36,0
2025-02-10 20:00:00,0.498,4.95,0
2025-02-10 21:00:00,0.376,0.57,0
2025-02-10 22:00:00,0.805,4.83,0
2025-02-10 23:00:00,0.446,5.71,0
2025-02-11 00:00:00,0.45,5.92,1
2025-02-11 01:00:00,0.728,3.62,0
2025-02-11 02:00:00,0.749,1.39,0
2025-02-11 03:00:00,0.339,1.85,0
2025-02-11 04:00:00,0.263,5.78,0
2025-02-11 05:00:00,0.46,0.14,0
2025-02-11 06:00:00,1.801,4.98,0
2025-02-11 07:00:00,2.782,0.61,0
2025-02-11 08:00:00,2.076,3.33,0
2025-02-11 09:00:00,0.986,2.38,0
2025-02-11 10:00:00,1.45,2.7,0
2025-02-11 11:00:00,1.199,5.91,0
2025-02-11 12:00:00,1.114,2.53,0
2025-02-11 13:00:00,1.266,5.38,0
2025-02-11 14:00:00,1.366,2.2,0
2025-02-11 15:00:00,0.152,3.97,0
2025-02-11 16:00:00,0.828,3.27,0
2025-02-11 17:00:00,1.174,1.03,0
2025-02-11 18:00:00,2.631,1.07,0
2025-02-11 19:00:00,1.582,3.03,0
2025-02-11 20:00:00,1.861,2.79,0
2025-02-11 21:00:00,0.756,4.72,0
2025-02-11 22:00:00,1.376,0.16,0
2025-02-11 23:00:00,0.914,2.01,1
2025-02-12 00:00:00,1.13,4.27,0
2025-02-12 01:00:00,0.87,3.05,0
2025-02-12 02:00:00,1.021,0.88,0
2025-02-12 03:00:00,0.61,4.15,0
2025-02-12 04:00:00,1.532,5.03,0
2025-02-12 05:00:00,0.607,1.7,0
2025-02-12 06:00:00,0.631,5.24,0
2025-02-12 07:00:00,1.296,2.43,0
2025-02-12 08:00:00,2.324,2.86,0
2025-02-12 09:00:00,0.79,2.54,0
2025-02-12 10:00:00,1.091,5.33,0
2025-02-12 11:00:00,1.354,3.21,0
2025-02-12 12:00:00,0.406,4.89,0
2025-02-12 13:00:00,0.375,2.63,0
2025-02-12 14:00:00,1.875,4.15,0
2025-02-12 15:00:00,1.245,1.54,0
2025-02-12 16:00:00,0.564,5.3,0
2025-02-12 17:00:00,1.012,2.95,0
2025-02-12 18:00:00,0.864,5.75,0
2025-02-12 19:00:00,1.205,3.41,0
2025-02-12 20:00:00,1.318,3.67,0
2025-02-12 21:00:00,0.059,7.62,0
2025-02-12 22:00:00,1.334,4.84,0
2025-02-12 23:00:00,0.83,3.85,0
2025-02-13 00:00:00,0.545,1.31,0
2025-02-13 01:00:00,1.154,2.14,0
2025-02-13 02:00:00,0.386,4.91,0
2025-02-13 03:00:00,0.674,2.9,0
2025-02-13 04:00:00,0.313,3.13,0
2025-02-13 05:00:00,1.098,1.55,0
2025-02-13 06:00:00,1.916,4.23,0
2025-02-13 07:00:00,1.43,3.69,0
2025-02-13 08:00:00,1.087,4.78,0
2025-02-13 09:00:00,0.435,5.73,0
2025-02-13 10:00:00,0.926,4.31,0
2025-02-13 11:00:00,1.339,1.39,0
2025-02-13 12:00:00,0.855,0.78,0
2025-02-13 13:00:00,0.927,4.82,0
2025-02-13 14:00:00,0.527,3.72,0
2025-02-13 15:00:00,0.754,6.65,0
2025-02-13 16:00:00,0.32,3.54,0
2025-02-13 17:00:00,1.366,0.39,0
2025-02-13 18:00:00,1.23,1.22,0
2025-02-13 19:00:00,1.257,2.15,0
2025-02-13 20:00:00,0.984,6.63,0
2025-02-13 21:00:00,0.564,5.6,0
2025-02-13 22:00:00,0.681,2.54,0
2025-02-13 23:00:00,0.629,3.15,0
2025-02-14 00:00:00,0.861,1.05,0
2025-02-14 01:00:00,1.533,0.99,0
2025-02-14 02:00:00,0.724,5.51,0
2025-02-14 03:00:00,0.563,5.19,0
2025-02-14 04:00:00,0.7,3.0,0
2025-02-14 05:00:00,0.603,6.82,0
2025-02-14 06:00:00,0.902,4.28,0
2025-02-14 07:00:00,0.849,3.88,0
2025-02-14 08:00:00,1.611,3.89,0
2025-02-14 09:00:00,1.603,1.59,0
2025-02-14 10:00:00,1.741,5.2,0
2025-02-14 11:00:00,1.868,5.21,0
2025-02-14 12:00:00,0.981,3.93,0
2025-02-14 13:00:00,0.259,1.49,0
2025-02-14 14:00:00,2.382,5.46,0
2025-02-14 15:00:00,0.155,0.26,0
2025-02-14 16:00:00,0.995,2.11,0
2025-02-14 17:00:00,0.344,4.54,0
2025-02-14 18:00:00,1.442,2.77,0
2025-02-14 19:00:00,0.626,1.72,0
2025-02-14 20:00:00,1.879,5.99,0
2025-02-14 21:00:00,0.893,5.54,0
2025-02-14 22:00:00,1.405,5.42,0
2025-02-14 23:00:00,0.841,4.1,0
2025-02-15 00:00:00,1.264,3.56,0
2025-02-15 01:00:00,0.366,6.63,0
2025-02-15 02:00:00,1.194,6.08,0
2025-02-15 03:00:00,0.746,3.35,0
2025-02-15 04:00:00,0.895,8.38,0
2025-02-15 05:00:00,1.171,3.27,0
2025-02-15 06:00:00,1.432,4.19,0
2025-02-15 07:00:00,0.726,6.0,0
2025-02-15 08:00:00,0.906,4.17,0
2025-02-15 09:00:00,0.565,3.02,0
2025-02-15 10:00:00,1.629,4.19,0
2025-02-15 11:00:00,0.993,3.49,0
2025-02-15 12:00:00,0.931,0.33,0
2025-02-15 13:00:00,1.322,5.31,0
2025-02-15 14:00:00,1.058,2.38,0
2025-02-15 15:00:00,1.901,1.43,0
2025-02-15 16:00:00,1.671,5.67,0
2025-02-15 17:00:00,1.634,4.18,0
2025-02-15 18:00:00,0.951,4.72,0
2025-02-15 19:00:00,1.626,3.27,0
2025-02-15 20:00:00,1.502,3.9,0
2025-02-15 21:00:00,0.314,2.96,0
2025-02-15 22:00:00,0.702,1.95,0
2025-02-15 23:00:00,0.731,4.73,0
2025-02-16 00:00:00,1.398,3.93,0
2025-02-16 01:00:00,0.632,6.6,0
2025-02-16 02:00:00,0.993,0.52,0
2025-02-16 03:00:00,1.32,5.62,0
2025-02-16 04:00:00,0.431,2.8,0
2025-02-16 05:00:00,0.912,2.63,0
2025-02-16 06:00:00,2.419,4.55,0
2025-02-16 07:00:00,0.259,1.9,0
2025-02-16 08:00:00,0.836,2.69,0
2025-02-16 09:00:00,1.364,4.57,1
2025-02-16 10:00:00,1.419,2.54,0
2025-02-16 11:00:00,1.294,2.23,0
2025-02-16 12:00:00,1.527,2.23,0
2025-02-16 13:00:00,1.957,4.13,0
2025-02-16 14:00:00,1.233,1.33,0
2025-02-16 15:00:00,1.155,4.86,0
2025-02-16 16:00:00,1.557,7.31,0
2025-02-16 17:00:00,2.394,3.51,0
2025-02-16 18:00:00,1.56,4.28,0
2025-02-16 19:00:00,1.823,3.98,0
2025-02-16 20:00:00,0.256,1.82,0
2025-02-16 21:00:00,0.728,4.07,0
2025-02-16 22:00:00,0.315,3.9,0
2025-02-16 23:00:00,0.806,6.69,0
2025-02-17 00:00:00,1.371,3.95,0
2025-02-17 01:00:00,0.283,5.74,0
2025-02-17 02:00:00,1.495,4.27,0
2025-02-17 03:00:00,0.798,2.58,0
2025-02-17 04:00:00,1.157,1.37,0
2025-02-17 05:00:00,1.212,4.05,0
2025-02-17 06:00:00,2.397,4.87,0
2025-02-17 07:00:00,1.549,3.34,0
2025-02-17 08:00:00,0.677,2.36,0
2025-02-17 09:00:00,1.807,6.03,0
2025-02-17 10:00:00,0.402,2.71,0
2025-02-17 11:00:00,0.656,1.43,0
2025-02-17 12:00:00,0.852,3.38,0
2025-02-17 13:00:00,0.062,3.64,0
2025-02-17 14:00:00,2.21,2.18,0
2025-02-17 15:00:00,1.997,3.34,0
2025-02-17 16:00:00,1.471,0.45,0
2025-02-17 17:00:00,1.788,4.26,0
2025-02-17 18:00:00,1.42,1.61,0
2025-02-17 19:00:00,1.718,2.81,0
2025-02-17 20:00:00,1.957,2.28,0
2025-02-17 21:00:00,0.222,6.02,0
2025-02-17 22:00:00,1.166,2.95,0
2025-02-17 23:00:00,1.252,1.98,0
2025-02-18 00:00:00,0.564,7.26,0
2025-02-18 01:00:00,0.708,6.73,0
2025-02-18 02:00:00,0.49,5.01,0
2025-02-18 03:00:00,0.924,4.51,0
2025-02-18 04:00:00,0.956,1.94,0
2025-02-18 05:00:00,0.878,5.46,0
2025-02-18 06:00:00,0.74,4.16,0
2025-02-18 07:00:00,2.023,2.35,0
2025-02-18 08:00:00,0.851,3.75,0
2025-02-18 09:00:00,1.532,2.66,0
2025-02-18 10:00:00,1.673,0.76,0
2025-02-18 11:00:00,0.173,5.96,0
2025-02-18 12:00:00,1.401,0.24,1
2025-02-18 13:00:00,1.952,7.38,0
2025-02-18 14:00:00,1.192,3.12,0
2025-02-18 15:00:00,1.739,4.31,0
2025-02-18 16:00:00,0.793,4.46,0
2025-02-18 17:00:00,1.833,1.72,0
2025-02-18 18:00:00,0.518,3.12,1
2025-02-18 19:00:00,1.187,3.32,0
2025-02-18 20:00:00,1.941,2.41,0
2025-02-18 21:00:00,1.272,5.37,0
2025-02-18 22:00:00,0.28,1.32,0
2025-02-18 23:00:00,0.714,3.86,0
2025-02-19 00:00:00,0.56,0.42,0
2025-02-19 01:00:00,1.272,3.93,0
2025-02-19 02:00:00,0.77,3.81,0
2025-02-19 03:00:00,0.859,6.93,0
2025-02-19 04:00:00,0.993,2.39,0
2025-02-19 05:00:00,0.314,3.2,0
2025-02-19 06:00:00,1.379,3.07,0
2025-02-19 07:00:00,0.594,6.53,0
2025-02-19 08:00:00,0.906,2.46,0
2025-02-19 09:00:00,0.934,3.91,0
2025-02-19 10:00:00,1.49,2.97,0
2025-02-19 11:00:00,0.724,3.23,0
2025-02-19 12:00:00,0.915,3.52,0
2025-02-19 13:00:00,1.394,5.48,0
2025-02-19 14:00:00,2.031,6.12,0
2025-02-19 15:00:00,1.463,1.0,0
2025-02-19 16:00:00,1.878,4.91,0
2025-02-19 17:00:00,0.074,5.76,0
2025-02-19 18:00:00,2.061,4.11,0
2025-02-19 19:00:00,0.686,5.63,0
2025-02-19 20:00:00,0.835,1.25,0
2025-02-19 21:00:00,1.577,4.41,0
2025-02-19 22:00:00,0.868,5.75,0
2025-02-19 23:00:00,0.5,2.37,0
2025-02-20 00:00:00,0.555,1.18,0
2025-02-20 01:00:00,0.247,5.56,0
2025-02-20 02:00:00,0.806,2.74,0
2025-02-20 03:00:00,0.666,2.46,0
2025-02-20 04:00:00,1.068,0.12,0
2025-02-20 05:00:00,1.488,2.58,0
2025-02-20 06:00:00,0.448,2.24,0
2025-02-20 07:00:00,1.558,0.26,0
2025-02-20 08:00:00,0.28,2.45,0
2025-02-20 09:00:00,1.461,5.63,0
